Name	secondary_cluster	cluster_size	Completeness	Contamination	Genome_Size	GC_Content	domain	phylum	class	order	family	genus	species	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	genome	threshold	cluster_method	comparison_algorithm	primary_cluster	user_genome	classification	GC (%)	L50	L90	Largest contig	N50	N90	Total length	Total length (>= 0 bp)	Total length (>= 1000 bp)	auN	CDSs	CRISPR arrays	gaps	hypotheticals	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	sORFs	signal peptides	tRNAs	tmRNAs
ERR9966625_bin_129	92_0	1	2.26	0.0	106389	0.56								Neural Network (Specific Model)	11	0.773	2782	183.2251655629139	151	38	3195		ERR9966625_bin_129	0.05	average	ANImf	92	ERR9966625_bin_129	Unclassified	56.06	18.0	34.0	3195.0	2782.0	2556.0	106389.0	106389.0	106389.0	2812.7	134	0	0	133	0	0	0	0	0	1	0	0	0	0	0
ERR9966625_bin_133	14_0	1	4.69	0.0	94065	0.32								Neural Network (Specific Model)	11	0.486	4062	231.75757575757572	66	23	4274		ERR9966625_bin_133	0.05	average	ANImf	14	ERR9966625_bin_133	Unclassified	31.59	12.0	21.0	4274.0	4062.0	3956.0	94065.0	94065.0	94065.0	4092.4	128	0	0	119	0	0	0	0	0	0	2	1	0	16	0
ERR9966625_bin_1350	102_0	1	96.13	3.94	5413774	0.64	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAHJXG01		Gradient Boost (General Model)	11	0.761	3239	241.53114581505528	5699	1583	25008		ERR9966625_bin_1350	0.05	average	ANImf	102	ERR9966625_bin_1350	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	64.08	551.0	1311.0	25008.0	3239.0	2517.0	5413774.0	5413774.0	5413774.0	4447.3	5189	0	0	3242	7	4	0	0	0	7	0	2	0	47	1
ERR9966625_bin_153	111_0	1	5.32	4.75	1380960	0.53								Neural Network (Specific Model)	4	0.865	2796	243.1485507246377	1656	492	4266		ERR9966625_bin_153	0.05	average	ANImf	111	ERR9966625_bin_153	Unclassified Bacteria	52.81	232.0	438.0	4266.0	2796.0	2569.0	1380960.0	1380960.0	1380960.0	2822.2	1659	0	0	1640	0	0	0	0	0	2	0	0	0	1	0
ERR9966625_bin_214	214_0	1	2.39	0.01	77577	0.52								Neural Network (Specific Model)	11	0.56	2897	191.6184210526316	76	27	3098		ERR9966625_bin_214	0.05	average	ANImf	214	ERR9966625_bin_214	Unclassified	52.03	13.0	25.0	3098.0	2897.0	2646.0	77577.0	77577.0	77577.0	2881.2	83	0	0	83	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_263	198_0	1	5.52	0.02	393966	0.52								Neural Network (Specific Model)	11	0.655	2826	124.73676680972818	699	139	4518		ERR9966625_bin_263	0.05	average	ANImf	198	ERR9966625_bin_263	Unclassified	52.23	66.0	124.0	4518.0	2826.0	2559.0	393966.0	393966.0	393966.0	2862.6	619	0	0	619	0	0	0	0	0	0	0	0	0	3	0
ERR9966625_bin_267	114_0	1	3.37	0.0	131952	0.54								Neural Network (Specific Model)	11	0.736	2713	179.69230769230768	182	48	3151		ERR9966625_bin_267	0.05	average	ANImf	114	ERR9966625_bin_267	Unclassified	53.87	23.0	43.0	3151.0	2713.0	2542.0	131952.0	131952.0	131952.0	2761.0	169	0	0	169	0	0	0	0	0	0	0	0	0	1	0
ERR9966625_bin_269	195_0	1	2.4	0.0	56693	0.53								Neural Network (Specific Model)	11	0.641	3000	153.8227848101266	79	19	4518		ERR9966625_bin_269	0.05	average	ANImf	195	ERR9966625_bin_269	Unclassified	52.99	9.0	17.0	4518.0	3000.0	2623.0	56693.0	56693.0	56693.0	3037.4	62	0	0	62	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_291	127_0	1	6.03	0.03	345309	0.52								Neural Network (Specific Model)	11	0.717	2833	140.04697986577182	596	122	3139		ERR9966625_bin_291	0.05	average	ANImf	127	ERR9966625_bin_291	Unclassified Archaea	52.39	59.0	109.0	3139.0	2833.0	2605.0	345309.0	345309.0	345309.0	2839.9	540	0	0	538	0	0	0	0	0	1	0	0	0	0	0
ERR9966625_bin_299	87_0	1	18.28	0.1	674873	0.54								Neural Network (Specific Model)	11	0.757	2736	155.40036068530208	1109	245	3163		ERR9966625_bin_299	0.05	average	ANImf	87	ERR9966625_bin_299	Unclassified	53.97	116.0	219.0	3163.0	2736.0	2534.0	674873.0	674873.0	674873.0	2766.5	1039	0	0	1039	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_301	204_0	1	9.84	0.0	149958	0.53								Neural Network (Specific Model)	11	0.774	4446	192.980198019802	202	39	4526		ERR9966625_bin_301	0.05	average	ANImf	204	ERR9966625_bin_301	Unclassified	52.56	17.0	32.0	4526.0	4446.0	2342.0	149958.0	149958.0	149958.0	4133.9	188	0	0	185	0	0	0	0	0	1	0	0	0	1	0
ERR9966625_bin_32	104_0	1	4.49	0.01	326356	0.51								Neural Network (Specific Model)	11	0.599	2873	125.3555133079848	526	115	3115		ERR9966625_bin_32	0.05	average	ANImf	104	ERR9966625_bin_32	Unclassified Bacteria	51.38	55.0	103.0	3115.0	2873.0	2592.0	326356.0	326356.0	326356.0	2848.9	457	0	0	457	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_335	161_1	2	38.74	8.98	7807170	0.53								Gradient Boost (General Model)	4	0.818	7201	163.00172932330827	13300	1555	51205		ERR9966625_bin_335	0.05	average	ANImf	161	ERR9966625_bin_335	Unclassified Archaea	52.73	335.0	1153.0	51205.0	7201.0	2280.0	7807170.0	7807170.0	7807170.0	8942.9	12952	0	0	12932	0	0	0	0	0	6	0	0	0	12	0
ERR9966625_bin_35	180_0	1	11.57	0.06	669930	0.52								Neural Network (Specific Model)	4	0.817	2785	193.2489539748954	956	240	3128		ERR9966625_bin_35	0.05	average	ANImf	180	ERR9966625_bin_35	Unclassified Bacteria	52.02	114.0	214.0	3128.0	2785.0	2560.0	669930.0	669930.0	669930.0	2802.6	986	0	0	982	0	0	0	0	0	0	0	0	0	1	0
ERR9966625_bin_38	123_0	1	4.89	0.0	131132	0.51								Neural Network (Specific Model)	11	0.742	2919	181.2044198895028	181	45	4817		ERR9966625_bin_38	0.05	average	ANImf	123	ERR9966625_bin_38	Unclassified	51.08	21.0	40.0	4817.0	2919.0	2583.0	131132.0	131132.0	131132.0	2974.3	161	0	0	161	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_393	200_0	1	2.71	0.0	184638	0.52								Neural Network (Specific Model)	11	0.391	2830	127.15789473684212	190	66	3158		ERR9966625_bin_393	0.05	average	ANImf	200	ERR9966625_bin_393	Unclassified	52.26	32.0	59.0	3158.0	2830.0	2553.0	184638.0	184638.0	184638.0	2809.9	139	0	0	139	0	0	0	0	0	0	0	0	0	1	0
ERR9966625_bin_41	103_0	1	5.54	0.02	457420	0.52								Neural Network (Specific Model)	11	0.555	2789	123.36796536796535	693	164	3131		ERR9966625_bin_41	0.05	average	ANImf	103	ERR9966625_bin_41	Unclassified	51.5	78.0	146.0	3131.0	2789.0	2572.0	457420.0	457420.0	457420.0	2799.8	578	0	0	576	0	1	0	0	0	0	0	0	0	1	0
ERR9966625_bin_412	89_0	1	4.13	0.0	190925	0.55								Neural Network (Specific Model)	11	0.685	2823	163.34944237918216	269	68	3161		ERR9966625_bin_412	0.05	average	ANImf	89	ERR9966625_bin_412	Unclassified	54.54	32.0	61.0	3161.0	2823.0	2546.0	190925.0	190925.0	190925.0	2821.3	248	0	0	248	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_45	176_0	1	6.61	0.09	612408	0.51								Neural Network (Specific Model)	4	0.771	2902	165.7440414507772	965	211	5197		ERR9966625_bin_45	0.05	average	ANImf	176	ERR9966625_bin_45	Unclassified	50.88	99.0	188.0	5197.0	2902.0	2614.0	612408.0	612408.0	612408.0	2942.3	1086	0	0	1083	0	0	0	0	0	1	0	0	0	2	0
ERR9966625_bin_54	206_0	1	2.81	0.0	52032	0.51								Neural Network (Specific Model)	11	0.584	2732	169.43333333333334	60	19	3117		ERR9966625_bin_54	0.05	average	ANImf	206	ERR9966625_bin_54	Unclassified	51.14	10.0	17.0	3117.0	2732.0	2535.0	52032.0	52032.0	52032.0	2749.8	52	0	0	52	0	0	0	0	0	0	0	0	0	0	0
ERR9966625_bin_60	170_0	1	10.16	0.92	667105	0.51								Neural Network (Specific Model)	11	0.696	2805	129.40527182866558	1214	237	4818		ERR9966625_bin_60	0.05	average	ANImf	170	ERR9966625_bin_60	Unclassified	51.43	112.0	211.0	4818.0	2805.0	2571.0	667105.0	667105.0	667105.0	2837.6	1094	0	0	1093	0	0	0	0	0	0	0	0	0	4	0
ERR9966625_bin_89	202_0	1	4.71	0.02	420443	0.53								Neural Network (Specific Model)	4	0.817	2828	214.99628252788105	538	149	4040		ERR9966625_bin_89	0.05	average	ANImf	202	ERR9966625_bin_89	Unclassified Bacteria	53.44	71.0	133.0	4040.0	2828.0	2570.0	420443.0	420443.0	420443.0	2837.4	504	0	0	501	0	0	0	0	0	2	0	0	0	1	0
ERR9966625_bin_93	118_0	1	4.81	0.03	334933	0.51								Neural Network (Specific Model)	4	0.79	2830	197.31194690265488	452	118	4266		ERR9966625_bin_93	0.05	average	ANImf	118	ERR9966625_bin_93	Unclassified Archaea	51.48	56.0	105.0	4266.0	2830.0	2585.0	334933.0	334933.0	334933.0	2861.2	404	0	0	403	0	0	0	0	0	0	0	0	0	1	0
ERR9966625_bin_97	152_0	1	8.55	0.18	538839	0.52								Neural Network (Specific Model)	4	0.791	2836	150.51196670135275	961	190	5648		ERR9966625_bin_97	0.05	average	ANImf	152	ERR9966625_bin_97	Unclassified	52.44	90.0	169.0	5648.0	2836.0	2587.0	538839.0	538839.0	538839.0	2862.4	848	0	0	846	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_113	9_0	1	2.72	0.0	260605	0.46								Neural Network (Specific Model)	11	0.244	1359	81.49049429657795	263	184	3227		ERR9966626_bin_113	0.05	average	ANImf	9	ERR9966626_bin_113	Unclassified	46.32	72.0	159.0	3227.0	1359.0	1079.0	260605.0	260605.0	260605.0	1548.5	175	0	0	175	0	0	0	0	0	0	0	0	0	28	0
ERR9966626_bin_121	17_0	1	5.52	0.0	75334	0.37								Neural Network (Specific Model)	11	0.419	1187	132.425	80	62	1879		ERR9966626_bin_121	0.05	average	ANImf	17	ERR9966626_bin_121	Unclassified	36.7	28.0	55.0	1879.0	1187.0	1031.0	75334.0	75334.0	75334.0	1247.1	81	0	0	76	0	0	0	0	0	0	0	0	0	8	0
ERR9966626_bin_124	41_0	1	6.38	0.0	111588	0.47								Gradient Boost (General Model)	11	0.104	1682	79.28571428571429	49	67	5200		ERR9966626_bin_124	0.05	average	ANImf	41	ERR9966626_bin_124	Unclassified	46.74	24.0	57.0	5200.0	1682.0	1174.0	111588.0	111588.0	111588.0	1984.1	11	0	0	11	0	0	0	0	0	0	11	0	0	0	0
ERR9966626_bin_126	30_0	1	2.73	0.0	175157	0.43								Neural Network (Specific Model)	11	0.362	1342	120.79545454545456	176	123	4051		ERR9966626_bin_126	0.05	average	ANImf	30	ERR9966626_bin_126	Unclassified	42.58	44.0	106.0	4051.0	1342.0	1045.0	175157.0	175157.0	175157.0	1645.3	128	0	0	128	0	0	0	0	0	0	8	0	0	4	0
ERR9966626_bin_129	34_0	1	6.38	0.0	59054	0.48								Gradient Boost (General Model)	11	0.298	1190	91.44615384615383	65	48	2252		ERR9966626_bin_129	0.05	average	ANImf	34	ERR9966626_bin_129	Unclassified	48.06	21.0	43.0	2252.0	1190.0	1024.0	59054.0	59054.0	59054.0	1285.2	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_1332	119_0	1	2.65	0.0	108142	0.5								Neural Network (Specific Model)	11	0.598	2973	145.32	150	32	5696		ERR9966626_bin_1332	0.05	average	ANImf	119	ERR9966626_bin_1332	Unclassified	50.08	13.0	28.0	5696.0	2973.0	2829.0	108142.0	108142.0	108142.0	3707.8	131	0	0	131	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_1501	95_0	1	2.41	0.0	77064	0.5								Neural Network (Specific Model)	11	0.466	5676	109.9090909090909	110	16	5698		ERR9966626_bin_1501	0.05	average	ANImf	95	ERR9966626_bin_1501	Unclassified	50.36	7.0	14.0	5698.0	5676.0	2933.0	77064.0	77064.0	77064.0	5158.6	27	0	0	27	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_165	153_0	1	42.39	6.97	2134037	0.51								Gradient Boost (General Model)	11	0.675	1335	98.07197273456296	4988	1585	2942		ERR9966626_bin_165	0.05	average	ANImf	153	ERR9966626_bin_165	Unclassified	50.7	663.0	1379.0	2942.0	1335.0	1065.0	2134037.0	2134037.0	2134037.0	1408.2	3972	0	0	3970	0	0	0	0	0	0	0	0	0	4	0
ERR9966626_bin_1669	185_0	1	26.11	5.5	1470478	0.45								Neural Network (Specific Model)	11	0.637	1898	105.7628418945964	2998	767	3396		ERR9966626_bin_1669	0.05	average	ANImf	185	ERR9966626_bin_1669	Unclassified Bacteria	45.43	332.0	672.0	3396.0	1898.0	1576.0	1470478.0	1470478.0	1470478.0	1976.3	2561	0	0	2557	0	0	0	0	0	0	0	0	0	3	0
ERR9966626_bin_1726	159_0	1	6.48	0.07	496386	0.49								Neural Network (Specific Model)	11	0.6	3361	108.5462365591398	930	134	9821		ERR9966626_bin_1726	0.05	average	ANImf	159	ERR9966626_bin_1726	Unclassified	49.09	54.0	117.0	9821.0	3361.0	2928.0	496386.0	496386.0	496386.0	4152.9	728	0	0	726	0	0	0	0	0	0	0	0	0	3	0
ERR9966626_bin_1866	158_0	1	7.78	0.11	613165	0.49								Neural Network (Specific Model)	11	0.588	3018	113.812324929972	1071	203	4250		ERR9966626_bin_1866	0.05	average	ANImf	158	ERR9966626_bin_1866	Unclassified	48.89	94.0	180.0	4250.0	3018.0	2691.0	613165.0	613165.0	613165.0	3045.8	946	0	0	945	0	0	0	0	0	0	0	0	0	2	0
ERR9966626_bin_19	21_0	1	2.94	0.0	121453	0.45								Neural Network (Specific Model)	4	0.709	1341	167.01156069364163	173	89	2818		ERR9966626_bin_19	0.05	average	ANImf	21	ERR9966626_bin_19	Unclassified	44.87	36.0	78.0	2818.0	1341.0	1058.0	121453.0	121453.0	121453.0	1477.8	158	0	0	158	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_2059	190_0	1	18.77	5.13	923392	0.48								Neural Network (Specific Model)	4	0.759	1896	150.857324032974	1577	485	4336		ERR9966626_bin_2059	0.05	average	ANImf	190	ERR9966626_bin_2059	Unclassified	47.75	210.0	425.0	4336.0	1896.0	1561.0	923392.0	923392.0	923392.0	1968.1	1497	0	0	1497	0	0	0	0	0	0	0	0	0	5	0
ERR9966626_bin_22	27_0	1	4.81	0.01	250178	0.44								Neural Network (Specific Model)	4	0.788	1412	160.7826086956522	414	175	4202		ERR9966626_bin_22	0.05	average	ANImf	27	ERR9966626_bin_22	Unclassified	43.75	68.0	151.0	4202.0	1412.0	1055.0	250178.0	250178.0	250178.0	1597.0	298	0	0	297	0	0	0	0	0	1	0	0	0	0	0
ERR9966626_bin_2267	124_0	1	4.34	0.01	236177	0.51								Neural Network (Specific Model)	11	0.686	3293	121.23451327433628	452	72	3480		ERR9966626_bin_2267	0.05	average	ANImf	124	ERR9966626_bin_2267	Unclassified Archaea	50.89	35.0	65.0	3480.0	3293.0	3124.0	236177.0	236177.0	236177.0	3284.1	412	0	0	412	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_2272	144_0	1	5.2	0.04	380346	0.51								Neural Network (Specific Model)	11	0.659	3271	117.43310344827586	725	116	3482		ERR9966626_bin_2272	0.05	average	ANImf	144	ERR9966626_bin_2272	Unclassified	50.77	57.0	104.0	3482.0	3271.0	3126.0	380346.0	380346.0	380346.0	3282.7	638	0	0	638	0	0	0	0	0	0	0	0	0	1	0
ERR9966626_bin_24	24_0	1	4.2	0.02	206222	0.37								Neural Network (Specific Model)	11	0.583	1490	148.02573529411765	272	139	4948		ERR9966626_bin_24	0.05	average	ANImf	24	ERR9966626_bin_24	Unclassified	37.03	53.0	119.0	4948.0	1490.0	1057.0	206222.0	206222.0	206222.0	1694.9	217	0	0	217	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_2432	193_0	1	2.49	0.0	80490	0.53								Neural Network (Specific Model)	11	0.599	1856	165.21428571428572	98	42	3446		ERR9966626_bin_2432	0.05	average	ANImf	193	ERR9966626_bin_2432	Unclassified Bacteria	52.76	18.0	37.0	3446.0	1856.0	1546.0	80490.0	80490.0	80490.0	2001.0	75	0	0	75	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_25	37_0	1	6.38	0.0	74594	0.42								Gradient Boost (General Model)	11	0.146	1370	63.82456140350877	57	50	3521		ERR9966626_bin_25	0.05	average	ANImf	37	ERR9966626_bin_25	Unclassified	41.63	18.0	43.0	3521.0	1370.0	1075.0	74594.0	74594.0	74594.0	1737.9	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0
ERR9966626_bin_259	172_0	1	64.49	15.57	3816164	0.51								Gradient Boost (General Model)	4	0.826	6307	159.94605439144004	6729	641	34932		ERR9966626_bin_259	0.05	average	ANImf	172	ERR9966626_bin_259	Unclassified Bacteria	50.6	269.0	551.0	34932.0	6307.0	4590.0	3816164.0	3816164.0	3816164.0	6736.5	6972	0	0	6966	0	0	0	0	0	1	0	0	0	10	0
ERR9966626_bin_2992	162_0	1	33.68	14.14	23018938	0.53								Gradient Boost (General Model)	11	0.765	1310	129.9217598045631	45846	17056	16084	Low confidence prediction - substantial (63%) disagreement between completeness prediction models	ERR9966626_bin_2992	0.05	average	ANImf	162	ERR9966626_bin_2992	Unclassified Archaea	53.09	6914.0	14811.0	16084.0	1310.0	1051.0	23018938.0	23018938.0	23018938.0	1456.6	38770	1	0	38699	0	0	0	0	0	9	2	0	0	59	0
ERR9966626_bin_34	76_0	1	3.2	0.0	97738	0.6								Neural Network (Specific Model)	11	0.828	1281	199.19117647058823	136	75	4421		ERR9966626_bin_34	0.05	average	ANImf	76	ERR9966626_bin_34	Unclassified	59.76	31.0	66.0	4421.0	1281.0	1022.0	97738.0	97738.0	97738.0	1451.4	134	0	0	129	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_36	23_0	1	2.58	0.0	63161	0.44								Neural Network (Specific Model)	11	0.885	1318	274.8235294117647	68	45	2917		ERR9966626_bin_36	0.05	average	ANImf	23	ERR9966626_bin_36	Unclassified	43.82	18.0	39.0	2917.0	1318.0	1084.0	63161.0	63161.0	63161.0	1543.7	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_37	32_0	1	2.45	0.0	122745	0.45								Neural Network (Specific Model)	11	0.269	1256	76.67586206896551	145	96	2087		ERR9966626_bin_37	0.05	average	ANImf	32	ERR9966626_bin_37	Unclassified	44.97	41.0	85.0	2087.0	1256.0	1051.0	122745.0	122745.0	122745.0	1327.2	99	0	0	99	0	0	0	0	0	0	1	0	0	0	0
ERR9966626_bin_38	130_0	1	2.59	0.0	89480	0.59								Neural Network (Specific Model)	11	0.727	1420	231.38297872340425	94	64	2654		ERR9966626_bin_38	0.05	average	ANImf	130	ERR9966626_bin_38	Unclassified	58.66	26.0	56.0	2654.0	1420.0	1056.0	89480.0	89480.0	89480.0	1499.2	95	0	0	95	0	0	0	0	0	0	3	0	0	0	0
ERR9966626_bin_40	39_0	1	6.38	0.0	52648	0.47								Gradient Boost (General Model)	11	0.328	1373	123.08510638297872	47	37	2883		ERR9966626_bin_40	0.05	average	ANImf	39	ERR9966626_bin_40	Unclassified	46.93	15.0	32.0	2883.0	1373.0	1058.0	52648.0	52648.0	52648.0	1568.4	39	0	0	39	0	0	0	0	0	0	2	0	0	0	0
ERR9966626_bin_4681	132_0	1	35.31	7.15	2636490	0.51								Neural Network (Specific Model)	11	0.751	1157	123.45047039291644	5421	2177	5108		ERR9966626_bin_4681	0.05	average	ANImf	132	ERR9966626_bin_4681	Unclassified	51.46	942.0	1917.0	5108.0	1157.0	1024.0	2636490.0	2636490.0	2636490.0	1269.5	4358	0	0	4347	0	0	0	0	0	2	3	0	0	21	0
ERR9966626_bin_479	112_0	1	3.66	0.0	99370	0.51								Neural Network (Specific Model)	11	0.5	2744	127.63076923076925	130	36	3061		ERR9966626_bin_479	0.05	average	ANImf	112	ERR9966626_bin_479	Unclassified	50.5	18.0	33.0	3061.0	2744.0	2552.0	99370.0	99370.0	99370.0	2768.5	118	0	0	118	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_48	74_0	1	3.35	0.0	129383	0.62								Neural Network (Specific Model)	11	0.861	1277	243.51633986928104	153	99	3152		ERR9966626_bin_48	0.05	average	ANImf	74	ERR9966626_bin_48	Unclassified	62.48	41.0	87.0	3152.0	1277.0	1042.0	129383.0	129383.0	129383.0	1389.3	124	0	0	122	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_51	135_0	1	2.67	0.0	93191	0.55								Neural Network (Specific Model)	11	0.811	1499	249.8910891089109	101	62	5838		ERR9966626_bin_51	0.05	average	ANImf	135	ERR9966626_bin_51	Unclassified	54.87	22.0	53.0	5838.0	1499.0	1055.0	93191.0	93191.0	93191.0	1849.5	102	0	0	102	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_5617	136_0	1	62.23	11.88	3176812	0.49								Gradient Boost (General Model)	4	0.792	3011	161.89203036053132	5270	1028	18470		ERR9966626_bin_5617	0.05	average	ANImf	136	ERR9966626_bin_5617	Unclassified	49.07	396.0	860.0	18470.0	3011.0	2399.0	3176812.0	3176812.0	3176812.0	3703.3	5306	0	0	5303	0	0	0	0	0	1	0	0	0	2	0
ERR9966626_bin_57	3_0	1	31.77	0.35	1693609	0.69	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas mucosa	Neural Network (Specific Model)	11	0.881	1698	222.54975457385092	2241	990	8542		ERR9966626_bin_57	0.05	average	ANImf	3	ERR9966626_bin_57	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas mucosa	68.94	327.0	829.0	8542.0	1698.0	1101.0	1693609.0	1693609.0	1693609.0	2200.1	1832	0	0	792	6	4	0	0	0	13	0	0	0	13	0
ERR9966626_bin_60	79_0	1	3.36	0.0	225124	0.61								Neural Network (Specific Model)	11	0.871	1656	289.6106194690266	226	133	5578		ERR9966626_bin_60	0.05	average	ANImf	79	ERR9966626_bin_60	Unclassified	60.54	45.0	112.0	5578.0	1656.0	1104.0	225124.0	225124.0	225124.0	2126.0	213	0	0	213	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_61	84_0	1	2.38	0.0	53138	0.59								Neural Network (Specific Model)	11	0.694	1101	178.97101449275362	69	45	2469		ERR9966626_bin_61	0.05	average	ANImf	84	ERR9966626_bin_61	Unclassified	58.67	20.0	40.0	2469.0	1101.0	1025.0	53138.0	53138.0	53138.0	1238.8	48	0	0	48	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_69	71_0	1	2.35	0.0	58342	0.6								Neural Network (Specific Model)	11	0.545	1108	134.1125	80	51	1783		ERR9966626_bin_69	0.05	average	ANImf	71	ERR9966626_bin_69	Unclassified	60.48	23.0	46.0	1783.0	1108.0	1011.0	58342.0	58342.0	58342.0	1166.0	57	0	0	56	0	0	0	0	0	0	0	0	0	2	0
ERR9966626_bin_70	28_0	1	2.65	0.0	98467	0.43								Neural Network (Specific Model)	11	0.61	1303	179.33035714285714	112	70	3957		ERR9966626_bin_70	0.05	average	ANImf	28	ERR9966626_bin_70	Unclassified	43.44	27.0	61.0	3957.0	1303.0	1075.0	98467.0	98467.0	98467.0	1575.4	105	0	0	105	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_74	93_0	1	4.26	0.0	89634	0.58								Neural Network (Specific Model)	11	0.851	1336	239.3177570093458	107	65	3704		ERR9966626_bin_74	0.05	average	ANImf	93	ERR9966626_bin_74	Unclassified	57.88	26.0	57.0	3704.0	1336.0	1071.0	89634.0	89634.0	89634.0	1532.1	99	0	0	98	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_792	164_0	1	61.88	15.76	3245570	0.5								Gradient Boost (General Model)	4	0.808	3014	141.82100427688897	6313	1085	7041		ERR9966626_bin_792	0.05	average	ANImf	164	ERR9966626_bin_792	Unclassified	50.04	499.0	959.0	7041.0	3014.0	2638.0	3245570.0	3245570.0	3245570.0	3025.6	6219	0	0	6218	0	0	0	0	0	0	0	0	0	11	0
ERR9966626_bin_90	94_0	1	2.57	0.0	55267	0.56								Neural Network (Specific Model)	11	0.823	1169	223.6764705882353	68	46	1714		ERR9966626_bin_90	0.05	average	ANImf	94	ERR9966626_bin_90	Unclassified	56.08	21.0	41.0	1714.0	1169.0	1035.0	55267.0	55267.0	55267.0	1225.7	67	0	0	66	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_93	85_0	1	5.44	0.0	106866	0.69								Neural Network (Specific Model)	11	0.898	1223	209.52287581699343	153	83	2952		ERR9966626_bin_93	0.05	average	ANImf	85	ERR9966626_bin_93	Unclassified Bacteria	69.07	35.0	73.0	2952.0	1223.0	1028.0	106866.0	106866.0	106866.0	1393.7	112	0	0	64	1	0	0	0	0	0	0	0	0	1	0
ERR9966626_bin_97	35_0	1	2.82	0.0	176848	0.41								Neural Network (Specific Model)	11	0.387	1275	110.24285714285716	210	131	3690		ERR9966626_bin_97	0.05	average	ANImf	35	ERR9966626_bin_97	Unclassified	40.69	53.0	114.0	3690.0	1275.0	1045.0	176848.0	176848.0	176848.0	1475.3	160	0	0	160	0	0	0	0	0	0	0	0	0	0	0
ERR9966626_bin_977	47_0	1	3.23	0.0	74224	0.52								Neural Network (Specific Model)	11	0.961	1314	361.27272727272725	66	56	2583		ERR9966626_bin_977	0.05	average	ANImf	47	ERR9966626_bin_977	Unclassified	52.16	23.0	49.0	2583.0	1314.0	1042.0	74224.0	74224.0	74224.0	1411.0	31	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ERR9966627_bin_1000	38_0	1	2.35	0.0	89981	0.43								Neural Network (Specific Model)	11	0.28	1409	105.375	80	65	3933		ERR9966627_bin_1000	0.05	average	ANImf	38	ERR9966627_bin_1000	Unclassified	42.56	26.0	57.0	3933.0	1409.0	1036.0	89981.0	89981.0	89981.0	1535.6	32	0	0	32	0	0	0	0	0	0	0	0	0	4	0
ERR9966627_bin_11	86_0	1	3.12	0.0	61845	0.68								Neural Network (Specific Model)	11	0.907	1158	210.5505617977528	89	52	1783		ERR9966627_bin_11	0.05	average	ANImf	86	ERR9966627_bin_11	Unclassified	67.59	23.0	46.0	1783.0	1158.0	1023.0	61845.0	61845.0	61845.0	1218.0	71	0	0	57	0	0	0	0	0	0	0	0	0	0	0
ERR9966627_bin_1226	143_0	1	44.17	11.35	4484944	0.49								Gradient Boost (General Model)	11	0.711	1170	119.14587014134275	9056	3636	3507		ERR9966627_bin_1226	0.05	average	ANImf	143	ERR9966627_bin_1226	Unclassified Archaea	49.4	1543.0	3193.0	3507.0	1170.0	1024.0	4484944.0	4484944.0	4484944.0	1312.2	7191	3	0	7186	0	0	0	0	0	1	3	0	0	67	0
