,shannon,simpson_d,pielou_e,berger_parker_d,doubles,chao1,ace,margalef,menhinick,observed_features,singles,brillouin_d,enspie,fisher_alpha,hill,inv_simpson,kempton_taylor_q,renyi,tsallis,heip_e,mcintosh_e,simpson_e,dominance,gini_index,mcintosh_d,strong,goods_coverage,robbins,total_count,unique_kmers,mean_count,median_count,max_count,min_count,std_count,count_range,num_singletons,num_doubletons,percent_singletons,file_size
SRR9109400,6.129986912033241,0.00243179935975697,0.9829415693486844,0.007556291513504586,0.0,511.0,511.0,22.63981328517223,0.006558625775904813,511.0,0.0,6.129986155432575,411.2181360636341,26.54861280232812,411.2181360636341,411.2181360636341,427.81311967218045,6.019123818381467,0.997568200640243,0.8988826424197756,,0.8047321645080902,0.00243179935975697,0.2510614415686987,0.9506989243878016,0.17876185024813707,1.0,0.0,6070383060.0,511.0,11879418.90410959,10806978.0,45869584.0,2164136.0,5851737.999849786,43705448.0,0.0,0.0,0.0,3667389741
ERR3586788,6.126439478490047,0.002464581812255515,0.9823727394402123,0.006532741737942291,0.0,511.0,511.0,22.752843897401213,0.0069360653187529155,511.0,0.0,6.126438637516001,405.7483484732968,26.712459033101613,405.7483484732968,405.7483484732968,454.63840686751,6.005733136080309,0.9975354181877445,0.8956926217690877,,0.7940280792041032,0.002464581812255515,0.25247845213115205,0.950368345128408,0.18245009355887648,1.0,0.0,5427695204.0,511.0,10621712.727984345,9262090.0,35457731.0,2269278.0,5409792.788448393,33188453.0,0.0,0.0,0.0,4904191615
SRR17458619,6.170557216533811,0.002218690237104865,0.9894470055505893,0.004328390478574231,0.0,511.0,511.0,23.4902853761775,0.009860860947883089,511.0,0.0,6.170555580304575,450.7163655729088,27.792369952893765,450.7163655729088,450.7163655729088,537.942329918603,6.110838240492669,0.9977813097628951,0.9361816343993511,0.04710298376778105,0.8820281126671404,0.002218690237104865,0.2020571468439577,0.9529154137616909,0.14557863033689217,1.0,0.0,2685419455.0,511.0,5255223.982387476,5027004.0,11623544.0,1464116.0,1921937.5889173257,10159428.0,0.0,0.0,0.0,1415024572
ERR4398796,6.178081419154397,0.0021830846334687745,0.9906535091921319,0.004375320556651161,0.0,511.0,511.0,21.735157822542018,0.004104077268466299,511.0,0.0,6.178081106808705,458.0674448754959,25.252837980723097,458.0674448754959,458.0674448754959,602.7203086821582,6.1270164328260455,0.9978169153665313,0.9432670305955613,0.995170848743208,0.8964137864491113,0.0021830846334687745,0.1862356957162722,0.9532841650278804,0.1305860927538149,1.0,0.0,15502821364.0,511.0,30338202.2778865,29614835.0,67829813.0,3389866.0,10313036.580849757,64439947.0,0.0,0.0,0.0,6418550589
SRR9006572,6.15997801596625,0.0022831140762622176,0.9877506339012601,0.0051670157052395894,0.0,511.0,511.0,22.612121964537785,0.0064687814208415515,511.0,0.0,6.159977277621303,437.9982631604384,26.508539136849354,437.9982631604384,437.9982631604384,478.8990637795346,6.082214944981457,0.9977168859237378,0.9263091511577657,0.20843739347599824,0.8571394582396055,0.0022831140762622176,0.21548697748095536,0.9522301113476002,0.15504535807428232,1.0,0.0,6240176117.0,511.0,12211694.94520548,11260313.0,32243088.0,3495981.0,4985472.776533753,28747107.0,0.0,0.0,0.0,5225138370
ERR9968935,6.138724868478479,0.0023910894757335193,0.9843426980532698,0.007109442622994799,0.0,511.0,511.0,22.138864296666586,0.005083087486941398,511.0,0.0,6.138724400905592,418.2193975376969,25.827693422260218,418.2193975376969,418.2193975376969,465.85056819246324,6.036006169318418,0.9976089105242665,0.906788663979333,,0.8184332632831642,0.0023910894757335193,0.24094849181775002,0.951110693385382,0.1735675245779672,1.0,0.0,10106170738.0,511.0,19777242.148727983,17526202.0,71849241.0,5145256.0,9315201.186471438,66703985.0,0.0,0.0,0.0,4573001576
SRR14920964,6.175381162253325,0.002191701531386284,0.9902205238050384,0.004558844453994168,0.0,511.0,511.0,23.03609926774852,0.007960902928064093,511.0,0.0,6.175380069326113,456.2665060362873,27.12500090788228,456.2665060362873,456.2665060362873,569.9664844502604,6.123077081856088,0.9978082984686137,0.9407181155767175,,0.8928894442980183,0.002191701531386284,0.18973854666230416,0.9531992379066698,0.1340731678381215,1.0,0.0,4120189050.0,511.0,8062992.270058708,7963295.0,18783301.0,680017.0,2792630.875489227,18103284.0,0.0,0.0,0.0,1829556511
SRR16350208,6.133727511348103,0.0024086315303088585,0.9835413733309143,0.007657952612587292,0.0,511.0,511.0,23.89579731063677,0.011855504855783402,511.0,0.0,6.133725201456556,415.17350720380637,28.39445523241631,415.17350720380637,415.17350720380637,434.5019149792841,6.0286965225033,0.9975913684696911,0.9022586469282418,0.04907782444982339,0.8124726168371945,0.0024086315303088585,0.24585000815455338,0.9509442514968054,0.17396323912308603,1.0,0.0,1857811705.0,511.0,3635639.344422701,3324944.0,14227034.0,828332.0,1746661.6101231165,13398702.0,0.0,0.0,0.0,815765052
SRR13404637,6.083113717866704,0.0025744042447860774,0.9754254666725108,0.006311343617889016,0.0,511.0,511.0,24.326298614262882,0.014319787888949801,511.0,0.0,6.083110439024636,388.43938438389887,29.04022353521734,388.43938438389887,388.43938438389887,362.03898531544786,5.962137132882705,0.997425595755214,0.8576315707491498,0.05073860765610826,0.7601553510448119,0.0025744042447860774,0.3041925211837575,0.9492880146275059,0.21531848726185016,1.0,0.0,1273411097.0,511.0,2491998.2328767125,2267124.0,8036935.0,69570.0,1399785.7509068332,7967365.0,0.0,0.0,0.0,508190982
SRR16552259,6.13078675720012,0.002389535244288912,0.9830698242821533,0.005750905008817239,0.0,511.0,511.0,23.868891228010604,0.011713746899440151,511.0,0.0,6.130784500053306,418.4914210368068,28.35432152663,418.4914210368068,418.4914210368068,368.42708801162644,6.036656390404737,0.9976104647557111,0.899603465915924,0.048882885809215786,0.8189655988978606,0.002389535244288912,0.2567401801814768,0.9511389304234327,0.18662393560088786,1.0,0.0,1903049691.0,511.0,3724167.6927592955,3370292.0,10944258.0,769057.0,1750962.9370748727,10175201.0,0.0,0.0,0.0,1048636650
ERR8263091,5.999824507111005,0.0031122678431303144,0.9620700666194845,0.012016729064095101,0.0,511.0,511.0,21.71437525242039,0.0040582515979433985,511.0,0.0,5.9998242041649625,321.30910654341415,25.22339041172615,321.30910654341415,321.30910654341415,277.43328196016296,5.772403608525685,0.9968877321568697,0.78893725651029,,0.6287849443119651,0.0031122678431303144,0.37206459429950967,0.944219795456979,0.26862570355350873,1.0,0.0,15854913012.0,511.0,31027227.029354207,24593480.0,190524194.0,3453073.0,23839914.157805085,187071121.0,0.0,0.0,0.0,7210898233
ERR9969119,6.147980231448713,0.0023309422273112687,0.9858267927395072,0.006109154321958971,0.0,511.0,511.0,21.97627546883114,0.004667869649185346,511.0,0.0,6.147979833399736,429.0110618286303,25.59552585091107,429.0110618286303,429.0110618286303,436.7976451875059,6.061482703743908,0.9976690577726888,0.915238512862533,,0.839551980095167,0.0023309422273112687,0.23254196212546785,0.9517288613170911,0.16725699526167587,1.0,0.0,11984070649.0,511.0,23452193.050880626,21625188.0,73212537.0,5391702.0,10252430.791394042,67820835.0,0.0,0.0,0.0,5445335151
SRR10418326,6.107264847396055,0.0024727583319448534,0.9792980930747833,0.008180502629502132,0.0,511.0,511.0,24.25186046646235,0.01386638601324456,511.0,0.0,6.10726175485686,404.40668506957905,28.928072655584383,404.40668506957905,404.40668506957905,365.1865615279067,6.002421017844449,0.9975272416680552,0.87864441770363,0.049726855814337015,0.7914025148132663,0.0024727583319448534,0.27898202123787197,0.9502989499677982,0.2000657047480403,1.0,0.0,1358048338.0,511.0,2657628.8414872796,2445998.0,11109518.0,201201.0,1364426.511656214,10908317.0,0.0,0.0,0.0,491643035
SRR10527389,6.008035849361183,0.0030498847929722314,0.9633867528952749,0.0098730696545999,0.0,511.0,511.0,22.34170121000278,0.005643423549801816,511.0,0.0,6.008035283711146,327.88123745010745,26.118573729297694,327.88123745010745,327.88123745010745,280.8920788447671,5.792651461872216,0.9969501152070278,0.7954583277415033,,0.6416462572409148,0.0030498847929722314,0.36787410921840813,0.9447846720494865,0.2683244044085774,1.0,0.0,8198917341.0,511.0,16044848.025440313,12781598.0,80948482.0,2211152.0,11990678.19499304,78737330.0,0.0,0.0,0.0,4756194997
ERR11491866,6.13198171783183,0.002404157514098929,0.9832614358623244,0.008062524520997559,0.0,511.0,511.0,22.930900397216394,0.007566715524288296,511.0,0.0,6.131980726797615,415.946124218403,26.971460338672934,415.946124218403,415.946124218403,377.8402420201896,6.03055574278386,0.997595842485901,0.9006814436441084,0.14578594926675023,0.8139845875115519,0.002404157514098929,0.25377562360938755,0.9509818728728503,0.18674119216180973,1.0,0.0,4560652548.0,511.0,8924956.062622309,7971735.0,36770373.0,1025878.0,4266506.982061051,35744495.0,0.0,0.0,0.0,1956956551
ERR9752702,6.0864884353154105,0.0026377644391666847,0.9759666016068496,0.008543457146186905,0.0,511.0,511.0,23.081709820683415,0.008136958376179811,511.0,0.0,6.086487301519164,379.1089094809077,27.191690988032725,379.1089094809077,379.1089094809077,383.98971759558026,5.937823523910354,0.9973622355608334,0.8605373524068173,,0.7418961046593106,0.0026377644391666847,0.298972700261703,0.948655935080024,0.21666540605535295,1.0,0.0,3943824780.0,511.0,7717856.712328767,6457231.0,33693898.0,1305678.0,4552211.645044197,32388220.0,0.0,0.0,0.0,2061112479
SRR5788335,6.075360740842969,0.00269946872479211,0.9741822791237945,0.012572482419058088,0.0,511.0,511.0,22.531308350941686,0.00621235315928691,511.0,0.0,6.075360060073254,370.4432619707463,26.39173932038238,370.4432619707463,370.4432619707463,316.3173644670102,5.914700293928848,0.9973005312752079,0.8509929388042679,0.11793597189221215,0.7249378903537109,0.00269946872479211,0.3112908802258184,0.948055113962593,0.22385346338066853,1.0,0.0,6765961579.0,511.0,13240629.313111546,11571778.0,85064933.0,3141701.0,8155932.299181435,81923232.0,0.0,0.0,0.0,3800494575
SRR19759407,6.1701426324972815,0.0022233332729333236,0.9893805271242335,0.005486934548906607,0.0,511.0,511.0,22.29241753279091,0.005502804306812062,511.0,0.0,6.17014208853173,449.7751246625586,26.047770586782185,449.7751246625586,449.7751246625586,565.5387834999998,6.108747734889136,0.9977766667270667,0.9357927761413429,0.5365102904362047,0.8801861539384708,0.0022233332729333236,0.19742926608163924,0.9528580259607531,0.13836909660398183,1.0,0.0,8623303336.0,511.0,16875348.99412916,16419975.0,47315501.0,1465921.0,6226141.715106173,45849580.0,0.0,0.0,0.0,3803501494
SRR5788182,6.0616027398805645,0.002858438983398083,0.971976187781162,0.016626082709256834,0.0,511.0,511.0,22.362885102094722,0.005704770700848976,511.0,0.0,6.061602160483463,349.84129652864243,26.14903268168072,349.84129652864243,349.84129652864243,336.68393795356513,5.857479613159547,0.9971415610166019,0.8393383563724298,0.14269973850514436,0.6846209325413747,0.002858438983398083,0.3165369247536062,0.9465461960213244,0.22684539766598966,1.0,0.0,8023528773.0,511.0,15701621.864970645,13263433.0,133399853.0,4259207.0,10657021.935943522,129140646.0,0.0,0.0,0.0,4629130171
ERR9360640,6.080323286363345,0.0027313648289011725,0.9749780218148902,0.010401231552494315,0.0,511.0,511.0,30.8978258586815,0.13310216596183141,511.0,0.0,6.080116520069933,366.1173305809535,39.857384538776486,366.1173305809535,366.1173305809535,389.36096982116845,5.902953857385862,0.9972686351710989,0.8552362806622323,0.05226426942906979,0.7164722711956036,0.0027313648289011725,0.2973381619333495,0.9479844642245908,0.21346806144307856,1.0,0.0,14739120.0,511.0,28843.679060665363,23980.0,153305.0,7081.0,18144.655649762706,146224.0,0.0,0.0,0.0,6766941
SRR5788242,6.126607845409104,0.002485230557035166,0.9823997370253653,0.012884719846968857,0.0,511.0,511.0,22.760240264588095,0.006961372885445744,511.0,0.0,6.126606998620789,402.3771545739328,26.723195955749457,402.3771545739328,402.3771545739328,434.2656775152932,5.997389844246284,0.9975147694429648,0.8958437696312425,,0.7874308308687529,0.002485230557035166,0.25285332587992615,0.9501608572911677,0.18115967665577642,1.0,0.0,5388302953.0,511.0,10544624.174168298,9439266.0,69426774.0,3805496.0,5478668.654517455,65621278.0,0.0,0.0,0.0,3006544737
SRR25008570,6.108489143776611,0.0025301174337596538,0.9794944086335146,0.008647538536158243,0.0,511.0,511.0,22.733107597887454,0.00686890488926079,511.0,0.0,6.108488319260314,395.2385714026087,26.683818108224926,395.2385714026087,395.2385714026087,393.75997281685943,5.9794895608141285,0.9974698825662404,0.8797231997048591,,0.773461000787884,0.0025301174337596538,0.2748452591103263,0.9497124934143989,0.19291816661671174,1.0,0.0,5534352209.0,511.0,10830434.851272015,9913043.0,47858524.0,2264940.0,5861356.983369338,45593584.0,0.0,0.0,0.0,3959736287
ERR9360669,6.141964958119432,0.002359095418737699,0.9848622454588699,0.006072540824627594,0.0,511.0,511.0,32.95752098973558,0.22293771905083426,511.0,0.0,6.141432608834879,423.89128988054176,43.68463489766681,423.89128988054176,423.89128988054176,428.0301659832683,6.049477030566789,0.9976409045812623,0.9097378689170506,0.048575235369480725,0.8295328569090837,0.002359095418737699,0.23829811571491388,0.9518447482333648,0.16786001921316357,1.0,0.0,5253814.0,511.0,10281.43639921722,9762.0,31904.0,2375.0,4660.7664210378025,29529.0,0.0,0.0,0.0,2642125
SRR21856499,6.1045966680944685,0.002560723130261917,0.9788702513211807,0.00889198238213496,0.0,511.0,511.0,22.359904156731737,0.005696104982748242,511.0,0.0,6.10459608932532,390.5146902381897,26.144745654723728,390.5146902381897,390.5146902381897,383.1482938596745,5.967465587620023,0.9974392768697381,0.8762979369385275,,0.7642166149475337,0.002560723130261917,0.2771002007146951,0.9494069949009691,0.19518127496678062,1.0,0.0,8047960390.0,511.0,15749433.24853229,14179882.0,71562322.0,2130155.0,8748090.99002911,69432167.0,0.0,0.0,0.0,4164440401
ERR9360704,5.990908300720747,0.0031988614603384214,0.9606403555894866,0.01237511617341177,0.0,511.0,511.0,29.91658743066211,0.10153721824194042,511.0,0.0,5.990783446862954,312.6112250870051,38.11500831846024,312.6112250870051,312.6112250870051,275.24051605399507,5.7449603261302755,0.9968011385396616,0.7819167908149851,0.056559617135066416,0.6117636498767223,0.0031988614603384214,0.3775888105984454,0.9436290236549322,0.2762845489694147,1.0,0.0,25327439.0,511.0,49564.45988258317,37437.0,313430.0,8808.0,39484.49988033595,304622.0,0.0,0.0,0.0,11530070
ERR9581643,6.057434002814716,0.002814496220127476,0.9713077320385138,0.01047382978657143,0.0,511.0,511.0,22.579518016283142,0.0063642984066448255,511.0,0.0,6.057433290810606,355.3033728909067,26.46138981078693,355.3033728909067,355.3033728909067,338.82527486779134,5.872971996060748,0.9971855037798725,0.8358385015169955,0.15831381278447845,0.6953099273794652,0.002814496220127476,0.32299421805857387,0.9469599682090791,0.2319654432142717,1.0,0.0,6446748551.0,511.0,12615946.283757338,10553728.0,67522147.0,1677720.0,8351409.289101895,65844427.0,0.0,0.0,0.0,3295915885
ERR3265218,6.158325150248196,0.0023392606054578975,0.9874855973773422,0.011477158881683146,0.0,511.0,511.0,22.225981022456757,0.0053178308827780225,511.0,0.0,6.158324640387055,427.4855044653118,25.95245451899665,427.4855044653118,427.4855044653118,624.560542813987,6.057920380118455,0.9976607393945421,0.9247761129065281,,0.8365665449419017,0.0023392606054578975,0.20322666364203568,0.9516440001515036,0.13988942276118854,1.0,0.0,9233636137.0,511.0,18069738.037181996,17165592.0,105975909.0,5867203.0,7986786.793046473,100108706.0,0.0,0.0,0.0,5909528547
SRR14411348,6.054204876718603,0.002639349813459419,0.9707899426340524,0.006719661715294347,0.0,511.0,511.0,22.757568765188097,0.006952223290008743,511.0,0.0,6.054204037969391,378.88119070101254,26.71931766079119,378.88119070101254,378.88119070101254,270.4623258745515,5.937222674937019,0.9973606501865406,0.833137505255566,,0.7414504710391635,0.002639349813459419,0.32662162064451283,0.94863830354504,0.23220237568834962,1.0,0.0,5402495027.0,511.0,10572397.313111546,10443247.0,36302939.0,1052344.0,6243157.314565582,35250595.0,0.0,0.0,0.0,3117111771
SRR25008559,6.006285283205284,0.0030682988350235786,0.9631060501353473,0.011835979501451448,0.0,511.0,511.0,22.460947928794845,0.005995964515729236,511.0,0.0,6.006284649148605,325.91349596895293,26.290229028079388,325.91349596895293,325.91349596895293,281.8184052838518,5.786631996366736,0.9969317011649764,0.7940636139574183,,0.6377954911329803,0.0030682988350235786,0.3670368644736822,0.9446188567476289,0.26348489178566437,1.0,0.0,7263127905.0,511.0,14213557.54403131,11702577.0,85966233.0,1974307.0,10711221.391672527,83991926.0,0.0,0.0,0.0,5034053425
SRR12270112,6.136818683948875,0.0023441609301378015,0.9840370419336264,0.005911044061784836,0.0,511.0,511.0,22.749917452864686,0.006926073026596377,511.0,0.0,6.1368178458648055,426.59187223174774,26.708211386606447,426.59187223174774,426.59187223174774,414.80217405419694,6.055827753421966,0.9976558390698622,0.9050580697796717,,0.8348177538781757,0.0023441609301378015,0.24366537432242763,0.9515963621882414,0.17341986019449473,1.0,0.0,5443367646.0,511.0,10652382.86888454,10177166.0,32175986.0,568226.0,4738409.74577449,31607760.0,0.0,0.0,0.0,2837514281
SRR9006518,6.172158475684587,0.002233664781312159,0.9897037669768671,0.004955942893085026,0.0,511.0,511.0,22.63823185912398,0.006553467367403809,511.0,0.0,6.172157718422621,447.69475185643273,26.546323523789564,447.69475185643273,447.69475185643273,595.1145761569659,6.1041116427221755,0.9977663352186878,0.9376850468873118,1.06929384527488,0.8761149742787333,0.002233664781312159,0.195629544329177,0.9527505559120935,0.14051768426497002,1.0,0.0,6079943141.0,511.0,11898127.477495108,10814606.0,30131851.0,3168956.0,4474118.4098324785,26962895.0,0.0,0.0,0.0,5180690522
SRR1522964,6.186796561210917,0.0021524878492075817,0.9920509796163046,0.004019172770551946,0.0,511.0,511.0,21.075260135082257,0.0028423469131647894,511.0,0.0,6.186796405497406,464.5786968637898,24.324646581634976,464.5786968637898,464.5786968637898,567.9369233058189,6.141130966645763,0.9978475121507924,0.9515408265631552,,0.9091559625514478,0.0021524878492075817,0.17594653083126177,0.9536103923995475,0.126146884015434,1.0,0.0,32321211706.0,511.0,63250903.53424658,61307385.0,129904534.0,18644637.0,19993818.80232065,111259897.0,0.0,0.0,0.0,19444022604
SRR12358617,6.112938377752833,0.002478175924057489,0.9802078419719125,0.007209296867437804,0.0,511.0,511.0,20.617414741773196,0.002172633132282245,511.0,0.0,6.112938284661411,403.52260317447985,23.68880902917427,403.52260317447985,403.52260317447985,363.57460508695794,6.000232503921685,0.9975218240759425,0.8836547577680488,,0.7896724132572991,0.002478175924057489,0.2742226003392856,0.9502227592289901,0.19891002537527808,1.0,0.0,55318322762.0,511.0,108255034.7592955,95314359.0,398806211.0,11574187.0,55869236.962545015,387232024.0,0.0,0.0,0.0,47199690893
ERR2855883,6.169832076429998,0.0022145619462305955,0.9893307295516568,0.004599972834629872,0.0,511.0,511.0,21.92671713072469,0.004547042226989277,511.0,0.0,6.169831697390033,451.55657158387436,25.524934344096366,451.55657158387436,451.55657158387436,554.9027062405181,6.112700661982281,0.9977854380537694,0.9355015962996984,,0.8836723514361533,0.0022145619462305955,0.1992098615576896,0.9529493472071616,0.14163002238762012,1.0,0.0,12629432192.0,511.0,24715131.491193738,24096362.0,58095045.0,1647918.0,8967239.446820285,56447127.0,0.0,0.0,0.0,7360650809
SRR21856512,6.052164708130741,0.0028119207735330873,0.9704628022107095,0.010449158423299037,0.0,511.0,511.0,22.346049661609708,0.005655971790838507,511.0,0.0,6.052164138874005,355.62879630621046,26.12482484941196,355.62879630621046,355.62879630621046,320.57523297610607,5.873887479849868,0.9971880792264669,0.8314355007358453,,0.695946763808631,0.0028119207735330873,0.32901955328105725,0.9469829343135537,0.23311245605834163,1.0,0.0,8162577745.0,511.0,15973733.356164383,13809289.0,85292068.0,1721964.0,10558281.4783227,83570104.0,0.0,0.0,0.0,4179152943
SRR5382270,6.127721594513693,0.0024314094039678885,0.9825783263614332,0.007189000114702312,0.0,511.0,511.0,24.939726559828497,0.018531534964366502,511.0,0.0,6.127716252456135,411.2840883020649,29.972387401663045,411.2840883020649,411.2840883020649,405.18846085894086,6.019284188132741,0.9975685905960321,0.8968442556911028,0.04930935677572151,0.804861229553943,0.0024314094039678885,0.2550889459237672,0.9507251545687311,0.18266551025475458,1.0,0.0,760359565.0,511.0,1487983.493150685,1358228.0,5466225.0,227432.0,732671.6573578124,5238793.0,0.0,0.0,0.0,711224681
SRR6765261,6.167753355629047,0.0022255346303213432,0.9889974072924668,0.004915554105688248,0.0,511.0,511.0,25.36168885473203,0.021968056168383442,511.0,0.0,6.1677459932007785,449.33023569963984,30.621993384280604,449.33023569963984,449.33023569963984,528.6048595733963,6.1077581089368485,0.9977744653696786,0.9335548977713589,0.047175616856089224,0.879315529744892,0.0022255346303213432,0.2011513405104257,0.9528653916030699,0.14005596188903002,1.0,0.0,541076335.0,511.0,1058857.7984344424,1019313.0,2659690.0,127328.0,392275.2989513441,2532362.0,0.0,0.0,0.0,437640795
SRR11267048,6.094140649294517,0.0026193123675105406,0.9771936318314737,0.008238501512374988,0.0,511.0,511.0,21.84419202118223,0.004351590230620103,511.0,0.0,6.094140301644251,381.7795893318462,25.40756496721677,381.7795893318462,381.7795893318462,373.6343712958867,5.94484345080516,0.9973806876324894,0.86716268962501,0.2961056453216011,0.7471224840153545,0.0026193123675105406,0.2900196909874537,0.9488288619460024,0.20976878202512095,1.0,0.0,13789414110.0,511.0,26985154.81409002,22869721.0,113604109.0,4717933.0,15699438.474881742,108886176.0,0.0,0.0,0.0,6563170249
ERR4398727,6.0786212051196555,0.0026707115176531414,0.9747050935961452,0.007768844770059055,0.0,511.0,511.0,21.924647388674458,0.004542052913615241,511.0,0.0,6.078620828470859,374.43205430092246,25.5219879489371,374.43205430092246,374.43205430092246,325.1963706791884,5.925410356058657,0.9973292884823468,0.853778502596085,,0.7327437461857582,0.0026707115176531414,0.30969302199336546,0.9483295020706242,0.22773480673305957,1.0,0.0,12657193561.0,511.0,24769459.023483366,20170986.0,98331772.0,6310173.0,14959063.28547443,92021599.0,0.0,0.0,0.0,5338145633
SRR25008557,5.98907605796761,0.003128498398733012,0.9603465560116015,0.011761574759664882,0.0,511.0,511.0,22.69452287186338,0.006739148549896675,511.0,0.0,5.989075268600176,319.6421645620732,26.62786349818929,319.6421645620732,319.6421645620732,257.8783743804964,5.767202134358171,0.996871501601267,0.7804818517883623,,0.6255228269316502,0.003128498398733012,0.3814704693088924,0.9440794693543159,0.27317617522501686,1.0,0.0,5749522014.0,511.0,11251510.790606653,9175465.0,67623433.0,1358010.0,8705664.663870493,66265423.0,0.0,0.0,0.0,3932651026
SRR5788279,6.100021857675024,0.002595725718447998,0.9781366818376416,0.011639350982802513,0.0,511.0,511.0,23.117381747239875,0.00827686210506383,511.0,0.0,6.100020685642364,385.24871595366665,27.24390002065109,385.24871595366665,385.24871595366665,369.0065269215365,5.953889141173689,0.997404274281552,0.8722892462809192,,0.7539113815140247,0.002595725718447998,0.284470648822289,0.9490671072851444,0.20415284483681745,1.0,0.0,3811626702.0,511.0,7459152.058708414,6577950.0,44364861.0,2248157.0,4261623.462351111,42116704.0,0.0,0.0,0.0,2112016700
ERR9581642,6.00645589885876,0.003078438082792162,0.9631334083043922,0.011886384383511486,0.0,511.0,511.0,22.429320058968063,0.005900739006983829,511.0,0.0,6.00645528360889,324.8400562576831,26.244653797573996,324.8400562576831,324.8400562576831,277.89885801096193,5.7833329266000195,0.9969215619172078,0.7941994397669883,0.43826357511603165,0.6356948263359747,0.003078438082792162,0.3666961857051172,0.9445272328460019,0.2649389997641294,1.0,0.0,7499442650.0,511.0,14676013.01369863,11824823.0,89141258.0,1289615.0,11110060.379359841,87851643.0,0.0,0.0,0.0,3878696519
ERR4398763,6.1679104704962455,0.0022288622315020786,0.989022600614467,0.0050586937926475435,0.0,511.0,511.0,22.097154526796412,0.004973767052352246,511.0,0.0,6.167910021281948,448.6594038277899,25.76804987703485,448.6594038277899,448.6594038277899,550.4712156172698,6.106264033800319,0.9977711377684979,0.9337018927407579,0.5816316420017726,0.8780027472168099,0.0022288622315020786,0.20263644290224092,0.9527984464861012,0.14350131313919023,1.0,0.0,10555308186.0,511.0,20656180.403131116,19720165.0,53396072.0,1889179.0,7699758.537662556,51506893.0,0.0,0.0,0.0,4559414421
ERR4398737,6.132273456842154,0.0024112388574946686,0.9833082161254413,0.007766069424200827,0.0,511.0,511.0,22.319942180835334,0.0055809783410078586,511.0,0.0,6.132272899255827,414.7245706877097,26.08730361935601,414.7245706877097,414.7245706877097,443.37840958260716,6.027614614804398,0.9975887611425054,0.900944818010788,,0.8115940717959093,0.0024112388574946686,0.24642033034786337,0.9509060185009237,0.17295968438500608,1.0,0.0,8383418103.0,511.0,16405906.268101761,15015702.0,65106207.0,1708819.0,7904566.815429041,63397388.0,0.0,0.0,0.0,3616866823
SRR25008561,6.028003497035703,0.0029294177241883613,0.9665885592323923,0.010949808347277936,0.0,511.0,511.0,22.81870026563972,0.007164082287764892,511.0,0.0,6.028002608847421,341.36476738805317,26.80812581535945,341.36476738805317,341.36476738805317,286.85173728011046,5.8329516046483265,0.9970705822758117,0.8115409432695561,0.10096894091394064,0.6680328128924719,0.0029294177241883613,0.34989148289778305,0.9458891655142321,0.24770310226493586,1.0,0.0,5087690326.0,511.0,9956341.146771038,8519301.0,55709234.0,1341557.0,7018567.010621056,54367677.0,0.0,0.0,0.0,3467124296
ERR3891513,6.1926753754847255,0.002135339896173753,0.9929936457281789,0.0041280430839181065,0.0,511.0,511.0,22.766792222974946,0.006983854518412866,511.0,0.0,6.1926745206747675,468.3095191504959,26.732708671311105,468.3095191504959,468.3095191504959,683.9557255003402,6.149129443017916,0.9978646601038262,0.9571627945044936,,0.9164569846389351,0.002135339896173753,0.16348786073864685,0.953803297552594,0.11676503076691203,1.0,0.0,5353667961.0,511.0,10476845.324853228,9998373.0,22100172.0,4044226.0,3163221.200603131,18055946.0,0.0,0.0,0.0,2006336031
SRR12181047,5.910682793425959,0.003932108888407868,0.9477762194708048,0.015327502473078824,0.0,511.0,511.0,22.187256278132246,0.005212402465159785,511.0,0.0,5.910682308005522,254.31645673599473,25.896964833687,254.31645673599473,254.31645673599473,292.8131445486298,5.538579384199714,0.9960678911115921,0.721486257871796,1.6314625177663875,0.4976838683678958,0.003932108888407868,0.4142646473723126,0.9373030309917249,0.3088505141825062,1.0,0.0,9610941134.0,511.0,18808103.98043053,12502757.0,147311724.0,3974741.0,18895430.798438244,143336983.0,0.0,0.0,0.0,4712477864
ERR9527526,6.137640374844824,0.0023917711858377415,0.9841687998232228,0.007420584577269956,0.0,511.0,511.0,21.92284251961256,0.004537705803128344,511.0,0.0,6.137639997739912,418.1001953369298,25.519418731287207,418.1001953369298,418.1001953369298,494.0688123469041,6.035721105563868,0.9976082288141622,0.9058036651970649,,0.818199990874618,0.0023917711858377415,0.24039120721027063,0.9511027080801981,0.16892396441261498,1.0,0.0,12681456295.0,511.0,24816939.91193738,22885159.0,94103819.0,3955689.0,11698103.091807283,90148130.0,0.0,0.0,0.0,5641835080
SRR25008556,6.021689762760916,0.0029647286624981113,0.9655761538283404,0.011083919953092736,0.0,511.0,511.0,22.704017576178387,0.006770889771717111,511.0,0.0,6.021688964598004,337.2989955706063,26.64162772674388,337.2989955706063,337.2989955706063,285.26052647528786,5.8209697642114255,0.9970352713375019,0.8064208898663253,,0.6600763122712452,0.0029647286624981113,0.35533058789601213,0.9455632070056706,0.2523381163564386,1.0,0.0,5695742054.0,511.0,11146266.250489237,9461997.0,63131149.0,1511616.0,7998767.139047583,61619533.0,0.0,0.0,0.0,3985023828
