task_id,hash,native_id,name,status,exit,submit,duration,realtime,%cpu,peak_rss,peak_vmem,rchar,wchar,sample_id,process_name,source_file,peak_rss_gb,peak_vmem_gb,cpu_percent,realtime_seconds,assembly_accession,run_accession,# N's per 100 kbp,# contigs,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 5000 bp),# contigs (>= 50000 bp),Assembly,GC (%),L50,L90,Largest contig,N50,N90,Total length,Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 5000 bp),Total length (>= 50000 bp),auN
1974,55/53ae0b,31956422,GGP:BINNING:METABAT2_METABAT2 (SRR17255020 SRR17255020.fasta with SRR17255020.txt.gz),CACHED,0,2025-08-07 15:36:28.192,1m 9s,32s,415.9%,2 GB,2 GB,213.3 MB,187.4 MB,SRR17255020,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,2.0,2.0,415.9,32.0,,SRR17255020,0.0,193376.0,193376.0,37794.0,540.0,88.0,1880.0,22.0,SRR17255020_cleaned,63.81,50452.0,158751.0,185552.0,880.0,541.0,179773542.0,179773542.0,78048977.0,10780069.0,4153352.0,19882273.0,1999608.0,3527.6
2005,fc/88aa5a,31989693,GGP:BINNING:MAXBIN2 (SRR17255022 SRR17255022.fasta),CACHED,0,2025-08-07 17:43:18.226,3m 39s,2m 42s,138.7%,515.9 MB,961.5 MB,3.2 GB,494.3 MB,SRR17255022,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.50380859375,0.93896484375,138.7,162.0,,SRR17255022,0.0,199542.0,199542.0,42499.0,404.0,58.0,2030.0,30.0,SRR17255022_cleaned,64.11,50799.0,163009.0,273816.0,920.0,545.0,190323803.0,190323803.0,87212803.0,8944481.0,4295079.0,19830069.0,3343850.0,4583.4
1990,4e/3d6708,31979625,GGP:BINNING:MAXBIN2 (SRR17255020 SRR17255020.fasta),CACHED,0,2025-08-07 16:44:17.828,5m 50s,1m 54s,133.0%,314.5 MB,762.4 MB,2.8 GB,441.5 MB,SRR17255020,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.30712890625,0.74453125,133.0,114.0,,SRR17255020,0.0,193376.0,193376.0,37794.0,540.0,88.0,1880.0,22.0,SRR17255020_cleaned,63.81,50452.0,158751.0,185552.0,880.0,541.0,179773542.0,179773542.0,78048977.0,10780069.0,4153352.0,19882273.0,1999608.0,3527.6
2044,c2/98a46e,31981793,GGP:BINNING:METABAT2_METABAT2 (SRR17255024 SRR17255024.fasta with SRR17255024.txt.gz),CACHED,0,2025-08-07 17:02:07.688,5m 50s,2m 26s,517.3%,1 GB,1.1 GB,483 MB,426.9 MB,SRR17255024,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,1.0,1.1,517.3,146.0,,SRR17255024,0.0,416701.0,416701.0,93830.0,1465.0,292.0,4563.0,64.0,SRR17255024_cleaned,62.23,101465.0,338115.0,118759.0,963.0,548.0,410714986.0,410714986.0,197870415.0,29049198.0,11998497.0,49803304.0,4409983.0,3500.6
2059,18/24c0d9,31981792,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255024),CACHED,0,2025-08-07 17:02:07.571,17m 30s,14m 41s,174.6%,499.1 MB,919.7 MB,496.5 MB,118.5 MB,SRR17255024,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.48740234375,0.89814453125,174.6,881.0,,SRR17255024,0.0,416701.0,416701.0,93830.0,1465.0,292.0,4563.0,64.0,SRR17255024_cleaned,62.23,101465.0,338115.0,118759.0,963.0,548.0,410714986.0,410714986.0,197870415.0,29049198.0,11998497.0,49803304.0,4409983.0,3500.6
2066,cf/78fdbb,31997759,GGP:BINNING:MAXBIN2 (SRR17255025 SRR17255025.fasta),CACHED,0,2025-08-07 18:34:28.003,8m 30s,7m 30s,124.4%,538 MB,981.4 MB,8 GB,1.2 GB,SRR17255025,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.525390625,0.9583984375,124.4,450.0,,SRR17255025,0.0,465022.0,465022.0,111604.0,1259.0,313.0,3849.0,96.0,SRR17255025_cleaned,62.43,116543.0,377496.0,368569.0,978.0,551.0,458511796.0,458511796.0,224373413.0,29994554.0,15874075.0,47318489.0,8503628.0,4600.3
2060,3d/b98044,31967605,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255025),CACHED,0,2025-08-07 15:46:58.301,29m 39s,24m 27s,167.1%,568.5 MB,974.1 MB,545.6 MB,142.5 MB,SRR17255025,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.55517578125,0.95126953125,167.1,1467.0,,SRR17255025,0.0,465022.0,465022.0,111604.0,1259.0,313.0,3849.0,96.0,SRR17255025_cleaned,62.43,116543.0,377496.0,368569.0,978.0,551.0,458511796.0,458511796.0,224373413.0,29994554.0,15874075.0,47318489.0,8503628.0,4600.3
2064,ea/0f3938,32096071,GGP:BINNING:MAXBIN2 (SRR17255024 SRR17255024.fasta),CACHED,0,2025-08-08 08:47:04.771,7m 40s,6m 38s,125.0%,287.8 MB,731.2 MB,7.3 GB,1 GB,SRR17255024,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.2810546875,0.7140625,125.0,398.0,,SRR17255024,0.0,416701.0,416701.0,93830.0,1465.0,292.0,4563.0,64.0,SRR17255024_cleaned,62.23,101465.0,338115.0,118759.0,963.0,548.0,410714986.0,410714986.0,197870415.0,29049198.0,11998497.0,49803304.0,4409983.0,3500.6
2058,5e/66d31c,31967610,GGP:BINNING:METABAT2_METABAT2 (SRR17255025 SRR17255025.fasta with SRR17255025.txt.gz),CACHED,0,2025-08-07 15:46:58.446,8m 9s,3m 6s,508.2%,1.2 GB,1.2 GB,539.4 MB,476.8 MB,SRR17255025,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,1.2,1.2,508.2,186.0,,SRR17255025,0.0,465022.0,465022.0,111604.0,1259.0,313.0,3849.0,96.0,SRR17255025_cleaned,62.43,116543.0,377496.0,368569.0,978.0,551.0,458511796.0,458511796.0,224373413.0,29994554.0,15874075.0,47318489.0,8503628.0,4600.3
2100,34/4b732f,31980648,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255027),CACHED,0,2025-08-07 16:52:38.536,17m 49s,12m 59s,175.8%,461.7 MB,894 MB,432.9 MB,107.4 MB,SRR17255027,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.45087890625,0.873046875,175.8,779.0,,SRR17255027,0.0,342070.0,342070.0,83491.0,1098.0,218.0,3775.0,83.0,SRR17255027_cleaned,62.04,80097.0,275449.0,512047.0,1020.0,553.0,349693377.0,349693377.0,178274385.0,28225716.0,15673319.0,46274427.0,11055866.0,8827.4
2097,6a/dfb529,31957735,GGP:BINNING:METABAT2_METABAT2 (SRR17255026 SRR17255026.fasta with SRR17255026.txt.gz),CACHED,0,2025-08-07 15:37:37.409,1m 10s,31s,443.7%,2.2 GB,2.3 GB,197.6 MB,175.2 MB,SRR17255026,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,2.2,2.3,443.7,31.0,,SRR17255026,0.0,166124.0,166124.0,35542.0,675.0,154.0,2228.0,65.0,SRR17255026_cleaned,63.83,36175.0,133686.0,267629.0,991.0,546.0,169110979.0,169110979.0,83925680.0,16478532.0,9070413.0,26843594.0,6055133.0,6979.3
2095,46/b233d1,31954277,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255026),CACHED,0,2025-08-07 15:32:07.302,4m 30s,3m 29s,172.1%,289.9 MB,750.9 MB,247.9 MB,50.3 MB,SRR17255026,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.28310546875,0.73330078125,172.1,209.0,,SRR17255026,0.0,166124.0,166124.0,35542.0,675.0,154.0,2228.0,65.0,SRR17255026_cleaned,63.83,36175.0,133686.0,267629.0,991.0,546.0,169110979.0,169110979.0,83925680.0,16478532.0,9070413.0,26843594.0,6055133.0,6979.3
2112,3c/4377fe,31963234,GGP:BINNING:MAXBIN2 (SRR17255026 SRR17255026.fasta),CACHED,0,2025-08-07 15:41:37.537,3m 40s,1m 58s,139.8%,501.2 MB,945.4 MB,3.2 GB,466 MB,SRR17255026,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.489453125,0.9232421875,139.8,118.0,,SRR17255026,0.0,166124.0,166124.0,35542.0,675.0,154.0,2228.0,65.0,SRR17255026_cleaned,63.83,36175.0,133686.0,267629.0,991.0,546.0,169110979.0,169110979.0,83925680.0,16478532.0,9070413.0,26843594.0,6055133.0,6979.3
2102,f4/1d4750,31970004,GGP:BINNING:METABAT2_METABAT2 (SRR17255027 SRR17255027.fasta with SRR17255027.txt.gz),CACHED,0,2025-08-07 15:50:07.853,11m 59s,2m 1s,510.2%,928 MB,991.3 MB,408.8 MB,362.7 MB,SRR17255027,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,0.90625,0.96806640625,510.2,121.0,,SRR17255027,0.0,342070.0,342070.0,83491.0,1098.0,218.0,3775.0,83.0,SRR17255027_cleaned,62.04,80097.0,275449.0,512047.0,1020.0,553.0,349693377.0,349693377.0,178274385.0,28225716.0,15673319.0,46274427.0,11055866.0,8827.4
2130,58/c31702,31979446,GGP:BINNING:MAXBIN2 (SRR17255027 SRR17255027.fasta),CACHED,0,2025-08-07 16:43:08.700,9m 29s,5m 13s,128.1%,835 MB,1.2 GB,6.4 GB,918.8 MB,SRR17255027,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.8154296875,1.2,128.1,313.0,,SRR17255027,0.0,342070.0,342070.0,83491.0,1098.0,218.0,3775.0,83.0,SRR17255027_cleaned,62.04,80097.0,275449.0,512047.0,1020.0,553.0,349693377.0,349693377.0,178274385.0,28225716.0,15673319.0,46274427.0,11055866.0,8827.4
2181,f5/3a261a,31985625,GGP:BINNING:METABAT2_METABAT2 (SRR17255028 SRR17255028.fasta with SRR17255028.txt.gz),CACHED,0,2025-08-07 17:19:17.619,5m 50s,48s,439.2%,2.5 GB,2.6 GB,232.7 MB,205.6 MB,SRR17255028,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,2.5,2.6,439.2,48.0,,SRR17255028,0.0,202162.0,202162.0,42186.0,717.0,147.0,2286.0,60.0,SRR17255028_cleaned,64.27,48507.0,164212.0,261358.0,938.0,546.0,197845621.0,197845621.0,92808604.0,17019566.0,8830978.0,27730417.0,5840756.0,6454.0
2179,bd/94e9d7,32009411,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255028),CACHED,0,2025-08-07 20:06:23.027,6m 9s,5m 47s,176.6%,297.2 MB,760.9 MB,277.9 MB,54.6 MB,SRR17255028,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.290234375,0.74306640625,176.6,347.0,,SRR17255028,0.0,202162.0,202162.0,42186.0,717.0,147.0,2286.0,60.0,SRR17255028_cleaned,64.27,48507.0,164212.0,261358.0,938.0,546.0,197845621.0,197845621.0,92808604.0,17019566.0,8830978.0,27730417.0,5840756.0,6454.0
2190,39/701c6c,31990000,GGP:BINNING:MAXBIN2 (SRR17255028 SRR17255028.fasta),CACHED,0,2025-08-07 17:46:37.675,3m 10s,2m 38s,137.8%,548.1 MB,983.5 MB,3.5 GB,530 MB,SRR17255028,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.53525390625,0.96044921875,137.8,158.0,,SRR17255028,0.0,202162.0,202162.0,42186.0,717.0,147.0,2286.0,60.0,SRR17255028_cleaned,64.27,48507.0,164212.0,261358.0,938.0,546.0,197845621.0,197845621.0,92808604.0,17019566.0,8830978.0,27730417.0,5840756.0,6454.0
2196,89/e0932d,31951030,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255029),CACHED,0,2025-08-07 15:24:27.670,5m 20s,4m 31s,174.5%,293 MB,764.3 MB,279.6 MB,55.7 MB,SRR17255029,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.2861328125,0.74638671875,174.5,271.0,,SRR17255029,0.0,200801.0,200801.0,42646.0,905.0,213.0,2511.0,49.0,SRR17255029_cleaned,64.64,46547.0,162500.0,169268.0,958.0,546.0,199706312.0,199706312.0,96036222.0,19255772.0,8930268.0,30163162.0,3468093.0,4596.6
2195,a0/05d822,31980255,GGP:BINNING:METABAT2_METABAT2 (SRR17255029 SRR17255029.fasta with SRR17255029.txt.gz),CACHED,0,2025-08-07 16:49:07.655,3m 30s,36s,462.9%,2.7 GB,2.7 GB,234.3 MB,207.3 MB,SRR17255029,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,2.7,2.7,462.9,36.0,,SRR17255029,0.0,200801.0,200801.0,42646.0,905.0,213.0,2511.0,49.0,SRR17255029_cleaned,64.64,46547.0,162500.0,169268.0,958.0,546.0,199706312.0,199706312.0,96036222.0,19255772.0,8930268.0,30163162.0,3468093.0,4596.6
2228,63/95d0b2,31952113,GGP:BINNING:MAXBIN2 (SRR17255029 SRR17255029.fasta),CACHED,0,2025-08-07 15:28:07.434,3m 30s,2m 33s,143.4%,344.5 MB,788.7 MB,3.6 GB,525.6 MB,SRR17255029,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.33642578125,0.77021484375,143.4,153.0,,SRR17255029,0.0,200801.0,200801.0,42646.0,905.0,213.0,2511.0,49.0,SRR17255029_cleaned,64.64,46547.0,162500.0,169268.0,958.0,546.0,199706312.0,199706312.0,96036222.0,19255772.0,8930268.0,30163162.0,3468093.0,4596.6
2245,14/7364a1,31971380,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255031),CACHED,0,2025-08-07 15:52:07.614,51m,6m 51s,172.6%,389.8 MB,816.6 MB,312 MB,80.2 MB,SRR17255031,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.3806640625,0.7974609375,172.6,411.0,,SRR17255031,0.0,220897.0,220897.0,57410.0,789.0,174.0,2813.0,48.0,SRR17255031_cleaned,62.83,49815.0,176761.0,129113.0,1080.0,556.0,232176112.0,232176112.0,123974055.0,16495965.0,7315820.0,29934000.0,3092516.0,3748.0
2273,d0/2e805b,31981590,GGP:BINNING:METABAT2_METABAT2 (SRR17255030 SRR17255030.fasta with SRR17255030.txt.gz),CACHED,0,2025-08-07 17:00:38.121,3m 59s,55s,469.9%,4.2 GB,4.2 GB,285 MB,250.6 MB,SRR17255030,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,4.2,4.2,469.9,55.0,,SRR17255030,0.0,256593.0,256593.0,55272.0,618.0,120.0,1877.0,32.0,SRR17255030_cleaned,65.04,67954.0,210431.0,201461.0,906.0,544.0,240295986.0,240295986.0,108096458.0,12802081.0,5603230.0,21396344.0,2755846.0,3420.6
2274,e7/0cf066,31974381,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255030),CACHED,0,2025-08-07 16:00:58.899,44m 28s,6m 16s,175.1%,343.1 MB,796.7 MB,322.3 MB,70.1 MB,SRR17255030,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.33505859375,0.77802734375,175.1,376.0,,SRR17255030,0.0,256593.0,256593.0,55272.0,618.0,120.0,1877.0,32.0,SRR17255030_cleaned,65.04,67954.0,210431.0,201461.0,906.0,544.0,240295986.0,240295986.0,108096458.0,12802081.0,5603230.0,21396344.0,2755846.0,3420.6
2241,85/e381ad,31970652,GGP:BINNING:METABAT2_METABAT2 (SRR17255031 SRR17255031.fasta with SRR17255031.txt.gz),CACHED,0,2025-08-07 15:51:07.608,46m 20s,1m 17s,505.5%,683.6 MB,859.3 MB,270.2 MB,240.4 MB,SRR17255031,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,0.667578125,0.83916015625,505.5,77.0,,SRR17255031,0.0,220897.0,220897.0,57410.0,789.0,174.0,2813.0,48.0,SRR17255031_cleaned,62.83,49815.0,176761.0,129113.0,1080.0,556.0,232176112.0,232176112.0,123974055.0,16495965.0,7315820.0,29934000.0,3092516.0,3748.0
2288,ac/93563c,31989912,GGP:BINNING:MAXBIN2 (SRR17255030 SRR17255030.fasta),CACHED,0,2025-08-07 17:45:27.733,4m 10s,3m 29s,136.3%,405 MB,848.1 MB,3.8 GB,596.8 MB,SRR17255030,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.3955078125,0.82822265625,136.3,209.0,,SRR17255030,0.0,256593.0,256593.0,55272.0,618.0,120.0,1877.0,32.0,SRR17255030_cleaned,65.04,67954.0,210431.0,201461.0,906.0,544.0,240295986.0,240295986.0,108096458.0,12802081.0,5603230.0,21396344.0,2755846.0,3420.6
2289,30/421fec,31991249,GGP:BINNING:MAXBIN2 (SRR17255031 SRR17255031.fasta),CACHED,0,2025-08-07 17:55:59.260,4m 8s,3m 20s,133.8%,281 MB,717.8 MB,4.6 GB,649.2 MB,SRR17255031,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.2744140625,0.7009765625,133.8,200.0,,SRR17255031,0.0,220897.0,220897.0,57410.0,789.0,174.0,2813.0,48.0,SRR17255031_cleaned,62.83,49815.0,176761.0,129113.0,1080.0,556.0,232176112.0,232176112.0,123974055.0,16495965.0,7315820.0,29934000.0,3092516.0,3748.0
2305,14/a1be0b,32008643,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255033),CACHED,0,2025-08-07 20:01:42.591,10m 20s,9m 33s,177.9%,390.8 MB,831.4 MB,341.8 MB,84.6 MB,SRR17255033,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.381640625,0.8119140625,177.9,573.0,,SRR17255033,0.0,268118.0,268118.0,64457.0,690.0,105.0,2238.0,15.0,SRR17255033_cleaned,64.66,69349.0,218412.0,145576.0,965.0,549.0,259853330.0,259853330.0,125123366.0,12749735.0,4161983.0,23091660.0,1147148.0,2703.9
2304,74/8d1d26,32072978,GGP:BINNING:METABAT2_METABAT2 (SRR17255033 SRR17255033.fasta with SRR17255033.txt.gz),CACHED,0,2025-08-08 05:07:53.979,1m 30s,1m 15s,517.5%,702.7 MB,868.1 MB,306.5 MB,270.4 MB,SRR17255033,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,0.68623046875,0.84775390625,517.5,75.0,,SRR17255033,0.0,268118.0,268118.0,64457.0,690.0,105.0,2238.0,15.0,SRR17255033_cleaned,64.66,69349.0,218412.0,145576.0,965.0,549.0,259853330.0,259853330.0,125123366.0,12749735.0,4161983.0,23091660.0,1147148.0,2703.9
2335,0a/95c824,31963237,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255032),CACHED,0,2025-08-07 15:41:37.649,9m 10s,6m 56s,166.3%,369.4 MB,824.5 MB,319 MB,77.5 MB,SRR17255032,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.3607421875,0.80517578125,166.3,416.0,,SRR17255032,0.0,230153.0,230153.0,54161.0,1005.0,134.0,3625.0,27.0,SRR17255032_cleaned,64.01,50450.0,184540.0,126073.0,1037.0,551.0,238843770.0,238843770.0,123199758.0,17981064.0,5464506.0,35752609.0,1887460.0,3549.1
2334,d9/0dbe2a,31980644,GGP:BINNING:METABAT2_METABAT2 (SRR17255032 SRR17255032.fasta with SRR17255032.txt.gz),CACHED,0,2025-08-07 16:52:37.978,6m 19s,1m 10s,508.4%,656.7 MB,734.4 MB,278.4 MB,247.4 MB,SRR17255032,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,0.64130859375,0.7171875,508.4,70.0,,SRR17255032,0.0,230153.0,230153.0,54161.0,1005.0,134.0,3625.0,27.0,SRR17255032_cleaned,64.01,50450.0,184540.0,126073.0,1037.0,551.0,238843770.0,238843770.0,123199758.0,17981064.0,5464506.0,35752609.0,1887460.0,3549.1
2326,74/5b086a,32058670,GGP:BINNING:MAXBIN2 (SRR17255033 SRR17255033.fasta),CACHED,0,2025-08-08 03:03:23.680,4m 40s,4m 11s,136.2%,274.9 MB,721.8 MB,4.5 GB,677.4 MB,SRR17255033,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.26845703125,0.7048828125,136.2,251.0,,SRR17255033,0.0,268118.0,268118.0,64457.0,690.0,105.0,2238.0,15.0,SRR17255033_cleaned,64.66,69349.0,218412.0,145576.0,965.0,549.0,259853330.0,259853330.0,125123366.0,12749735.0,4161983.0,23091660.0,1147148.0,2703.9
2367,83/a098c9,31998078,GGP:BINNING:MAXBIN2 (SRR17255032 SRR17255032.fasta),CACHED,0,2025-08-07 18:38:17.818,3m 50s,3m 19s,128.3%,264.9 MB,711.6 MB,4.8 GB,675.4 MB,SRR17255032,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.25869140625,0.694921875,128.3,199.0,,SRR17255032,0.0,230153.0,230153.0,54161.0,1005.0,134.0,3625.0,27.0,SRR17255032_cleaned,64.01,50450.0,184540.0,126073.0,1037.0,551.0,238843770.0,238843770.0,123199758.0,17981064.0,5464506.0,35752609.0,1887460.0,3549.1
2414,1e/de3b86,31992837,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255036),CACHED,0,2025-08-07 18:06:27.849,6m 40s,5m 28s,167.7%,365 MB,812.7 MB,310.3 MB,76 MB,SRR17255036,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.3564453125,0.79365234375,167.7,328.0,,SRR17255036,0.0,217723.0,217723.0,53502.0,1051.0,230.0,3161.0,65.0,SRR17255036_cleaned,64.58,47153.0,173884.0,262605.0,1068.0,556.0,230637623.0,230637623.0,121872988.0,23055889.0,11072934.0,37365617.0,5500078.0,5589.5
2417,ab/3c34f3,32019978,GGP:BINNING:METABAT2_METABAT2 (SRR17255034 SRR17255034.fasta with SRR17255034.txt.gz),CACHED,0,2025-08-07 21:22:02.685,1m 50s,1m 26s,519.1%,743.6 MB,887.6 MB,326.4 MB,290.2 MB,SRR17255034,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,0.726171875,0.866796875,519.1,86.0,,SRR17255034,0.0,269071.0,269071.0,62688.0,1334.0,269.0,3928.0,59.0,SRR17255034_cleaned,64.03,58365.0,215593.0,142746.0,1038.0,551.0,280134182.0,280134182.0,144468134.0,26955031.0,11255845.0,44499834.0,4292370.0,4458.5
2416,b1/9b920d,31985086,GGP:BINNING:METABAT2_METABAT2 (SRR17255036 SRR17255036.fasta with SRR17255036.txt.gz),CACHED,0,2025-08-07 17:16:27.592,6m 10s,1m 5s,490.4%,4.6 GB,4.7 GB,267.9 MB,238.6 MB,SRR17255036,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,4.6,4.7,490.4,65.0,,SRR17255036,0.0,217723.0,217723.0,53502.0,1051.0,230.0,3161.0,65.0,SRR17255036_cleaned,64.58,47153.0,173884.0,262605.0,1068.0,556.0,230637623.0,230637623.0,121872988.0,23055889.0,11072934.0,37365617.0,5500078.0,5589.5
2415,33/0578a5,31995746,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255034),CACHED,0,2025-08-07 18:22:28.153,12m,10m 58s,174.3%,391.6 MB,839.4 MB,361.3 MB,88.6 MB,SRR17255034,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.382421875,0.8197265625,174.3,658.0,,SRR17255034,0.0,269071.0,269071.0,62688.0,1334.0,269.0,3928.0,59.0,SRR17255034_cleaned,64.03,58365.0,215593.0,142746.0,1038.0,551.0,280134182.0,280134182.0,144468134.0,26955031.0,11255845.0,44499834.0,4292370.0,4458.5
2433,f7/7c3304,32010325,GGP:BINNING:MAXBIN2 (SRR17255036 SRR17255036.fasta),CACHED,0,2025-08-07 20:10:22.649,4m,3m 37s,142.1%,432 MB,866.8 MB,4.6 GB,645.4 MB,SRR17255036,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.421875,0.846484375,142.1,217.0,,SRR17255036,0.0,217723.0,217723.0,53502.0,1051.0,230.0,3161.0,65.0,SRR17255036_cleaned,64.58,47153.0,173884.0,262605.0,1068.0,556.0,230637623.0,230637623.0,121872988.0,23055889.0,11072934.0,37365617.0,5500078.0,5589.5
2432,1b/a8424f,32009118,GGP:BINNING:MAXBIN2 (SRR17255034 SRR17255034.fasta),CACHED,0,2025-08-07 20:04:32.645,5m 50s,5m 17s,139.9%,313 MB,757.2 MB,5.6 GB,786.2 MB,SRR17255034,MAXBIN2,execution_trace_2025-08-11_09-09-21.txt,0.3056640625,0.739453125,139.9,317.0,,SRR17255034,0.0,269071.0,269071.0,62688.0,1334.0,269.0,3928.0,59.0,SRR17255034_cleaned,64.03,58365.0,215593.0,142746.0,1038.0,551.0,280134182.0,280134182.0,144468134.0,26955031.0,11255845.0,44499834.0,4292370.0,4458.5
2471,98/f52104,31956705,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255035),CACHED,0,2025-08-07 15:36:57.819,4m 50s,3m 52s,163.7%,370.7 MB,802.3 MB,335.6 MB,73.9 MB,SRR17255035,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.36201171875,0.78349609375,163.7,232.0,,SRR17255035,0.0,250988.0,250988.0,56852.0,1122.0,194.0,3410.0,47.0,SRR17255035_cleaned,62.84,57380.0,202292.0,273381.0,995.0,549.0,254645610.0,254645610.0,126796809.0,22070641.0,8813893.0,37677734.0,3950901.0,4541.4
2472,de/ad6ada,31965370,GGP:BINNING:METABAT2_METABAT2 (SRR17255035 SRR17255035.fasta with SRR17255035.txt.gz),CACHED,0,2025-08-07 15:43:47.827,4m 9s,59s,494.5%,650.2 MB,865.1 MB,297.9 MB,264.1 MB,SRR17255035,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,0.6349609375,0.84482421875,494.5,59.0,,SRR17255035,0.0,250988.0,250988.0,56852.0,1122.0,194.0,3410.0,47.0,SRR17255035_cleaned,62.84,57380.0,202292.0,273381.0,995.0,549.0,254645610.0,254645610.0,126796809.0,22070641.0,8813893.0,37677734.0,3950901.0,4541.4
2489,98/00390a,32009831,GGP:BINNING:METABAT2_METABAT2 (SRR17255037 SRR17255037.fasta with SRR17255037.txt.gz),CACHED,0,2025-08-07 20:08:22.866,4m 10s,3m 58s,440.2%,1.3 GB,1.3 GB,522.4 MB,464.6 MB,SRR17255037,METABAT2_METABAT2,execution_trace_2025-08-11_09-09-21.txt,1.3,1.3,440.2,238.0,,SRR17255037,0.0,428763.0,428763.0,112311.0,1691.0,241.0,5788.0,40.0,SRR17255037_cleaned,62.24,99082.0,343677.0,143965.0,1069.0,558.0,448289876.0,448289876.0,237814177.0,30232102.0,9342416.0,58019439.0,2844208.0,3280.1
2491,d4/ca2a4a,31990709,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR17255037),CACHED,0,2025-08-07 17:51:58.475,16m 9s,15m 43s,173.5%,594.9 MB,990.7 MB,533.2 MB,148.7 MB,SRR17255037,CONCOCT_CONCOCT,execution_trace_2025-08-11_09-09-21.txt,0.58095703125,0.96748046875,173.5,943.0,,SRR17255037,0.0,428763.0,428763.0,112311.0,1691.0,241.0,5788.0,40.0,SRR17255037_cleaned,62.24,99082.0,343677.0,143965.0,1069.0,558.0,448289876.0,448289876.0,237814177.0,30232102.0,9342416.0,58019439.0,2844208.0,3280.1
