Name	secondary_cluster	cluster_size	Completeness	Contamination	Genome_Size	GC_Content	domain	phylum	class	order	family	genus	species	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	genome	threshold	cluster_method	comparison_algorithm	primary_cluster	user_genome	classification	GC (%)	L50	L90	Largest contig	N50	N90	Total length	Total length (>= 0 bp)	Total length (>= 1000 bp)	auN	CDSs	CRISPR arrays	gaps	hypotheticals	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	sORFs	signal peptides	tRNAs	tmRNAs
SRR22878281.fastq_bin_2019818	23_0	1	100.0	1.92	3263350	0.56	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter		Gradient Boost (General Model)	11	0.914	16819	294.4287825059102	3384	267	108948		SRR22878281.fastq_bin_2019818	0.05	average	ANImf	23	SRR22878281.fastq_bin_2019818	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	56.5	59.0	186.0	108948.0	16819.0	5329.0	3263350.0	3263350.0	3263350.0	23039.5	3246	0	0	403	9	8	0	0	0	19	0	0	0	40	1
SRR22878281.fastq_bin_2040905	52_0	1	96.28	1.49	4781456	0.55	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	CALHVX01		Gradient Boost (General Model)	11	0.928	9898	302.05830784913354	4905	630	67003		SRR22878281.fastq_bin_2040905	0.05	average	ANImf	52	SRR22878281.fastq_bin_2040905	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__CALHVX01;s__	54.77	145.0	447.0	67003.0	9898.0	3687.0	4781456.0	4781456.0	4781456.0	12886.9	4458	0	0	1837	3	2	0	0	0	2	1	0	0	33	0
SRR22878281.fastq_bin_2069221	60_0	1	83.08	0.31	3317590	0.49	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae			Gradient Boost (General Model)	11	0.897	9990	287.3724696356275	3458	403	36983		SRR22878281.fastq_bin_2069221	0.05	average	ANImf	60	SRR22878281.fastq_bin_2069221	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__;s__	49.07	108.0	303.0	36983.0	9990.0	4198.0	3317590.0	3317590.0	3317590.0	11871.8	3136	0	0	1243	5	3	0	0	0	2	1	0	0	25	1
SRR22878281.fastq_bin_2091047	22_0	1	90.12	1.11	2421442	0.45	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter	Lentilitoribacter sp020628775	Gradient Boost (General Model)	11	0.91	6984	276.8243039879609	2658	391	28816		SRR22878281.fastq_bin_2091047	0.05	average	ANImf	22	SRR22878281.fastq_bin_2091047	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Lentilitoribacter;s__Lentilitoribacter sp020628775	45.1	113.0	308.0	28816.0	6984.0	3342.0	2421442.0	2421442.0	2421442.0	8495.6	2295	0	0	519	7	5	0	0	0	8	0	0	0	18	1
SRR22878281.fastq_bin_2104421	93_0	1	82.71	0.2	2542180	0.31	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina		Neural Network (Specific Model)	11	0.887	12467	321.17157490396926	2343	252	58185		SRR22878281.fastq_bin_2104421	0.05	average	ANImf	93	SRR22878281.fastq_bin_2104421	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	30.74	63.0	185.0	58185.0	12467.0	4950.0	2542180.0	2542180.0	2542180.0	15671.7	2168	0	0	524	7	5	0	0	0	7	1	1	0	23	1
SRR22878281.fastq_bin_2115589	123_0	1	98.23	0.29	1155611	0.46	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	CALFBO01			Gradient Boost (General Model)	11	0.912	30516	287.83728536385934	1223	64	74767		SRR22878281.fastq_bin_2115589	0.05	average	ANImf	123	SRR22878281.fastq_bin_2115589	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__CALFBO01;g__;s__	45.61	13.0	40.0	74767.0	30516.0	8084.0	1155611.0	1155611.0	1155611.0	33329.1	1163	0	0	793	3	2	0	0	0	0	3	0	0	38	2
SRR22878281.fastq_bin_2131671	20_0	1	92.36	2.88	3888192	0.55	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	CALKXV01		Gradient Boost (General Model)	11	0.907	13243	279.25752904908705	4217	438	86823		SRR22878281.fastq_bin_2131671	0.05	average	ANImf	20	SRR22878281.fastq_bin_2131671	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CALKXV01;s__	55.24	83.0	288.0	86823.0	13243.0	3691.0	3888192.0	3888192.0	3888192.0	18792.3	3951	0	0	878	8	6	0	0	0	10	2	0	0	41	1
SRR22878281.fastq_bin_2147531	53_0	1	93.9	2.05	3400018	0.51	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus		Neural Network (Specific Model)	11	0.909	22391	303.1454171562867	3404	245	92989		SRR22878281.fastq_bin_2147531	0.05	average	ANImf	53	SRR22878281.fastq_bin_2147531	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__	50.66	45.0	150.0	92989.0	22391.0	6267.0	3400018.0	3400018.0	3400018.0	29082.9	3231	0	0	693	4	3	0	0	0	0	1	0	0	40	1
SRR22878281.fastq_bin_2159216	101_1	2	86.46	2.56	2248886	0.3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp002005425	Gradient Boost (General Model)	11	0.924	3923	257.0014814814815	2700	675	17102		SRR22878281.fastq_bin_2159216	0.05	average	ANImf	101	SRR22878281.fastq_bin_2159216	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp002005425	29.51	186.0	519.0	17102.0	3923.0	1762.0	2248886.0	2248886.0	2248886.0	4856.5	2111	0	0	393	5	21	0	0	0	29	0	1	0	17	1
SRR22878281.fastq_bin_2694	107_1	2	93.54	1.84	2904154	0.31	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp000211855	Neural Network (Specific Model)	11	0.924	30607	326.4631655725748	2742	148	97007		SRR22878281.fastq_bin_2694	0.05	average	ANImf	107	SRR22878281.fastq_bin_2694	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix sp000211855	30.68	33.0	99.0	97007.0	30607.0	9616.0	2904154.0	2904154.0	2904154.0	33256.5	2618	0	0	101	8	25	0	0	0	7	1	0	0	25	1
SRR22878281.fastq_bin_34384	47_0	1	91.8	7.5	2988272	0.49	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Robiginitomaculum_A		Neural Network (Specific Model)	11	0.922	28298	315.2426319396847	2918	170	123118		SRR22878281.fastq_bin_34384	0.05	average	ANImf	47	SRR22878281.fastq_bin_34384	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__	48.8	34.0	112.0	123118.0	28298.0	8000.0	2988272.0	2988272.0	2988272.0	33653.0	2797	0	0	500	7	2	0	0	0	3	1	0	0	45	0
SRR22878281.fastq_bin_3891	35_1	2	91.67	0.39	2283108	0.39	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA4575	UBA4575	JABDMD01		Gradient Boost (General Model)	11	0.907	30820	291.1977234401349	2372	116	102840		SRR22878281.fastq_bin_3891	0.05	average	ANImf	35	SRR22878281.fastq_bin_3891	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	39.15	22.0	79.0	102840.0	30820.0	8247.0	2283108.0	2283108.0	2283108.0	38439.4	2289	0	0	289	5	5	0	0	0	4	1	0	0	33	0
SRR22878281.fastq_bin_47153	127_0	1	95.33	7.73	5945377	0.68	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	SZUA-35	JAHELU01		Gradient Boost (General Model)	11	0.914	22830	325.82381465517244	5568	376	144641		SRR22878281.fastq_bin_47153	0.05	average	ANImf	127	SRR22878281.fastq_bin_47153	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__JAHELU01;s__	67.77	76.0	255.0	144641.0	22830.0	7141.0	5945377.0	5945377.0	5945377.0	30617.8	5398	0	0	2423	5	1	0	0	0	1	1	0	0	41	1
SRR22878281.fastq_bin_6555	5_0	1	82.72	6.6	5111251	0.6	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA10347	UBA10347		Gradient Boost (General Model)	11	0.918	8543	299.8685167464115	5225	710	32895		SRR22878281.fastq_bin_6555	0.05	average	ANImf	5	SRR22878281.fastq_bin_6555	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA10347;g__UBA10347;s__	60.04	186.0	543.0	32895.0	8543.0	3663.0	5111251.0	5111251.0	5111251.0	10612.3	5119	0	0	2615	4	3	0	0	0	6	1	0	0	64	0
SRR22878281.fastq_bin_681284	111_0	1	81.88	0.95	2540319	0.31	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	AU392		Neural Network (Specific Model)	11	0.913	16369	308.047372611465	2512	209	64046		SRR22878281.fastq_bin_681284	0.05	average	ANImf	111	SRR22878281.fastq_bin_681284	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__AU392;s__	31.23	51.0	149.0	64046.0	16369.0	5767.0	2540319.0	2540319.0	2540319.0	19399.0	2346	0	0	361	7	14	0	0	0	23	1	1	0	25	1
SRR22878281.fastq_bin_682652	83_0	1	96.85	0.96	2235463	0.44	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella		Gradient Boost (General Model)	11	0.9	31053	309.60534808667586	2169	103	78599		SRR22878281.fastq_bin_682652	0.05	average	ANImf	83	SRR22878281.fastq_bin_682652	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella;s__	43.52	24.0	67.0	78599.0	31053.0	11573.0	2235463.0	2235463.0	2235463.0	34837.1	2085	0	0	435	6	3	0	0	0	1	0	0	0	28	1
SRR22878281.fastq_bin_725349	18_0	1	76.63	1.99	3979343	0.57	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter		Neural Network (Specific Model)	11	0.922	6643	278.11708645336967	4407	669	26513		SRR22878281.fastq_bin_725349	0.05	average	ANImf	18	SRR22878281.fastq_bin_725349	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	56.78	190.0	528.0	26513.0	6643.0	3105.0	3979343.0	3979343.0	3979343.0	8358.6	4045	0	0	897	10	6	0	0	0	13	0	0	0	26	1
SRR22878281.fastq_bin_742824	130_0	1	95.87	1.99	4376436	0.6	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	UBA4427		Gradient Boost (General Model)	11	0.904	15426	326.32509881422925	4048	350	106636		SRR22878281.fastq_bin_742824	0.05	average	ANImf	130	SRR22878281.fastq_bin_742824	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__	60.22	79.0	248.0	106636.0	15426.0	5913.0	4376436.0	4376436.0	4376436.0	22286.8	3961	0	0	1298	3	3	0	0	0	3	1	0	0	37	0
SRR22878281.fastq_bin_7512	33_0	1	94.36	0.02	3134850	0.51	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus		Neural Network (Specific Model)	11	0.922	24718	305.9448144624168	3153	173	57953		SRR22878281.fastq_bin_7512	0.05	average	ANImf	33	SRR22878281.fastq_bin_7512	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__	50.97	44.0	121.0	57953.0	24718.0	8602.0	3134850.0	3134850.0	3134850.0	27075.5	3019	0	0	382	3	4	1	0	0	4	1	0	0	32	1
SRR22878281.fastq_bin_760565	100_1	2	89.11	2.28	4582822	0.29	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum		Neural Network (Specific Model)	11	0.901	25683	327.3498098859316	4208	278	99701		SRR22878281.fastq_bin_760565	0.05	average	ANImf	100	SRR22878281.fastq_bin_760565	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__	28.61	59.0	185.0	99701.0	25683.0	7977.0	4582822.0	4582822.0	4582822.0	29211.4	4008	0	0	643	9	4	0	0	0	26	0	1	0	41	1
SRR22878281.fastq_bin_770814	88_1	2	84.7	0.81	3436356	0.4	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas marina	Neural Network (Specific Model)	11	0.895	12824	306.59892408846383	3346	365	50263		SRR22878281.fastq_bin_770814	0.05	average	ANImf	88	SRR22878281.fastq_bin_770814	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina	39.6	82.0	264.0	50263.0	12824.0	4300.0	3436356.0	3436356.0	3436356.0	15764.8	3032	0	0	158	6	6	1	0	0	13	1	1	0	44	1
SRR22878281.fastq_bin_770942	120_0	1	98.64	0.01	3223627	0.39	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae			Neural Network (Specific Model)	11	0.922	31847	329.24684804246846	3014	179	148718		SRR22878281.fastq_bin_770942	0.05	average	ANImf	120	SRR22878281.fastq_bin_770942	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	38.77	27.0	101.0	148718.0	31847.0	8707.0	3223627.0	3223627.0	3223627.0	46579.9	2878	0	0	486	6	16	0	0	0	1	1	1	0	47	1
SRR22878281.fastq_bin_786708	131_0	1	99.99	0.01	3001157	0.57	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	CALLCD01		Neural Network (Specific Model)	11	0.919	62265	320.2302608695652	2875	88	125449		SRR22878281.fastq_bin_786708	0.05	average	ANImf	131	SRR22878281.fastq_bin_786708	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__CALLCD01;s__	57.32	18.0	55.0	125449.0	62265.0	17663.0	3001157.0	3001157.0	3001157.0	60509.8	2815	0	0	806	7	4	0	0	0	0	1	0	0	33	1
SRR22878281.fastq_bin_843222	125_0	1	98.37	0.03	2493871	0.35	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JAHQVX01	JAHQVX01		Gradient Boost (General Model)	11	0.925	70433	332.73088552915766	2315	51	247899		SRR22878281.fastq_bin_843222	0.05	average	ANImf	125	SRR22878281.fastq_bin_843222	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JAHQVX01;g__JAHQVX01;s__	35.31	12.0	33.0	247899.0	70433.0	28390.0	2493871.0	2493871.0	2493871.0	84686.8	2286	0	0	1041	4	3	0	0	0	0	3	0	0	31	1
SRR22878281.fastq_bin_861208	77_1	2	100.0	0.14	3928887	0.46	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinagarivorans	Marinagarivorans sp947494095	Gradient Boost (General Model)	11	0.844	11682	325.6405652045923	3397	460	42482		SRR22878281.fastq_bin_861208	0.05	average	ANImf	77	SRR22878281.fastq_bin_861208	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans;s__Marinagarivorans sp947494095	45.58	104.0	320.0	42482.0	11682.0	4131.0	3928887.0	3928887.0	3928887.0	14353.2	3078	1	0	706	5	4	0	0	0	7	1	0	0	31	1
SRR22878281.fastq_bin_870174	62_0	1	86.41	3.19	3383468	0.58	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	CALHAX01	CALHAX01		Gradient Boost (General Model)	11	0.892	8922	288.9962729357798	3488	470	54956		SRR22878281.fastq_bin_870174	0.05	average	ANImf	62	SRR22878281.fastq_bin_870174	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__CALHAX01;g__CALHAX01;s__	57.75	115.0	360.0	54956.0	8922.0	3564.0	3383468.0	3383468.0	3383468.0	11492.1	3328	0	0	1382	8	6	0	0	0	3	0	0	0	26	1
SRR22878281.fastq_bin_952057	4_0	1	93.17	0.9	5062684	0.62	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA10347	UBA10347		Gradient Boost (General Model)	11	0.927	31167	328.66093520654226	4769	229	113368		SRR22878281.fastq_bin_952057	0.05	average	ANImf	4	SRR22878281.fastq_bin_952057	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA10347;g__UBA10347;s__	61.62	54.0	155.0	113368.0	31167.0	11774.0	5062684.0	5062684.0	5062684.0	35619.2	4780	0	0	1937	5	3	0	0	0	1	1	0	0	53	1
SRR22878281.fastq_bin_976162	39_0	1	83.73	6.34	2975065	0.45	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	JAALLB01		Gradient Boost (General Model)	11	0.911	13784	291.5352884305511	3103	280	50359		SRR22878281.fastq_bin_976162	0.05	average	ANImf	39	SRR22878281.fastq_bin_976162	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JAALLB01;s__	45.29	70.0	204.0	50359.0	13784.0	5032.0	2975065.0	2975065.0	2975065.0	16094.5	2850	0	0	842	9	8	0	0	0	1	0	0	0	30	1
SRR22878282.fastq_bin_11756	9_0	1	99.25	1.27	4584276	0.39	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Waterburya		Gradient Boost (General Model)	11	0.843	8900	292.99386363636364	4400	616	31455		SRR22878282.fastq_bin_11756	0.05	average	ANImf	9	SRR22878282.fastq_bin_11756	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__	38.66	166.0	472.0	31455.0	8900.0	3816.0	4584276.0	4584276.0	4584276.0	10577.6	3971	0	0	977	3	9	0	0	0	15	2	0	0	28	1
SRR22878282.fastq_bin_2024	105_1	2	84.49	0.61	3144490	0.32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CALKXS01		Gradient Boost (General Model)	11	0.914	16074	325.67900815217394	2944	238	44693		SRR22878282.fastq_bin_2024	0.05	average	ANImf	105	SRR22878282.fastq_bin_2024	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CALKXS01;s__	31.98	66.0	183.0	44693.0	16074.0	7371.0	3144490.0	3144490.0	3144490.0	18063.1	2749	0	0	337	9	20	0	0	0	15	0	0	0	26	0
SRR22878282.fastq_bin_289431	116_0	1	79.38	0.91	2638237	0.32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina		Gradient Boost (General Model)	11	0.897	9695	301.1890964544415	2623	334	36588		SRR22878282.fastq_bin_289431	0.05	average	ANImf	116	SRR22878282.fastq_bin_289431	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	31.73	89.0	254.0	36588.0	9695.0	4176.0	2638237.0	2638237.0	2638237.0	11341.4	2342	0	0	633	7	4	0	0	0	7	0	1	0	22	1
SRR22878282.fastq_bin_332620	122_0	1	96.5	0.56	2393338	0.48	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	GM7GCV1			Gradient Boost (General Model)	11	0.909	18119	315.42677096914383	2301	188	67816		SRR22878282.fastq_bin_332620	0.05	average	ANImf	122	SRR22878282.fastq_bin_332620	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;g__;s__	48.47	42.0	134.0	67816.0	18119.0	6009.0	2393338.0	2393338.0	2393338.0	21430.3	2144	0	0	818	4	4	0	0	0	0	1	0	0	31	0
SRR22878282.fastq_bin_335615	13_1	2	78.89	2.67	2953807	0.4	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	GYS-P2D		Gradient Boost (General Model)	11	0.924	2208	240.7979931344072	3787	1413	11890		SRR22878282.fastq_bin_335615	0.05	average	ANImf	13	SRR22878282.fastq_bin_335615	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__GYS-P2D;s__	39.56	417.0	1144.0	11890.0	2208.0	1195.0	2953807.0	2953807.0	2953807.0	2883.3	2487	0	0	1475	1	3	0	0	0	2	0	0	0	19	0
SRR22878282.fastq_bin_370776	84_1	2	90.42	10.64	5221653	0.44	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus	Neural Network (Specific Model)	11	0.853	9870	296.6980830670926	5008	661	42443		SRR22878282.fastq_bin_370776	0.05	average	ANImf	84	SRR22878282.fastq_bin_370776	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cyclitrophicus	43.62	153.0	503.0	42443.0	9870.0	3766.0	5221653.0	5221653.0	5221653.0	13235.8	4468	0	0	163	24	29	1	0	0	17	0	2	0	53	0
SRR22878282.fastq_bin_446643	85_0	1	79.58	2.47	1645677	0.49	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	GM7GCV1			Gradient Boost (General Model)	11	0.921	4478	276.4431693989071	1830	400	19260		SRR22878282.fastq_bin_446643	0.05	average	ANImf	85	SRR22878282.fastq_bin_446643	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;g__;s__	49.12	117.0	320.0	19260.0	4478.0	2380.0	1645677.0	1645677.0	1645677.0	5572.5	1461	0	0	588	3	5	0	0	0	0	0	0	0	22	0
SRR22878282.fastq_bin_484164	86_0	1	96.11	0.97	4086077	0.46	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella		Gradient Boost (General Model)	11	0.897	22278	319.3680501174628	3831	277	80752		SRR22878282.fastq_bin_484164	0.05	average	ANImf	86	SRR22878282.fastq_bin_484164	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella;s__	45.6	58.0	187.0	80752.0	22278.0	6700.0	4086077.0	4086077.0	4086077.0	26184.3	3594	0	0	1137	7	4	0	0	0	2	1	0	0	36	0
SRR22878282.fastq_bin_575448	74_0	1	92.69	0.0	4121463	0.4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	GCA-2746115		Neural Network (Specific Model)	11	0.875	52022	341.54031800113574	3522	142	170892		SRR22878282.fastq_bin_575448	0.05	average	ANImf	74	SRR22878282.fastq_bin_575448	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__GCA-2746115;s__	39.92	27.0	85.0	170892.0	52022.0	15017.0	4121463.0	4121463.0	4121463.0	57108.3	3414	0	0	1085	5	5	0	0	0	2	2	0	0	37	0
SRR22878282.fastq_bin_590945	115_1	3	99.58	0.36	3567089	0.32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Neural Network (Specific Model)	11	0.923	37451	342.89600249843846	3202	150	125084		SRR22878282.fastq_bin_590945	0.05	average	ANImf	115	SRR22878282.fastq_bin_590945	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga lytica	32.03	29.0	92.0	125084.0	37451.0	12858.0	3567089.0	3567089.0	3567089.0	45118.7	3101	0	0	107	9	8	0	0	0	4	2	1	0	26	1
SRR22878282.fastq_bin_596555	114_1	2	95.35	0.32	5737126	0.33	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina		Neural Network (Specific Model)	11	0.901	35133	330.31591039632394	5223	243	215905		SRR22878282.fastq_bin_596555	0.05	average	ANImf	114	SRR22878282.fastq_bin_596555	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	32.76	47.0	155.0	215905.0	35133.0	10490.0	5737126.0	5737126.0	5737126.0	47942.4	5033	0	0	642	11	10	0	0	0	14	1	1	0	53	1
SRR22878282.fastq_bin_610670	102_0	1	97.58	0.63	3614142	0.36	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter_C		Gradient Boost (General Model)	11	0.915	49913	328.5427210479309	3359	170	110596		SRR22878282.fastq_bin_610670	0.05	average	ANImf	102	SRR22878282.fastq_bin_610670	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_C;s__	35.86	27.0	90.0	110596.0	49913.0	9988.0	3614142.0	3614142.0	3614142.0	48642.2	3211	0	0	411	7	5	0	0	0	8	2	1	0	31	1
SRR22878282.fastq_bin_649781	94_0	1	89.43	0.23	5157110	0.4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	CANLOE01		Gradient Boost (General Model)	11	0.861	6736	296.89707649179013	4994	949	44424		SRR22878282.fastq_bin_649781	0.05	average	ANImf	94	SRR22878282.fastq_bin_649781	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__CANLOE01;s__	39.92	233.0	706.0	44424.0	6736.0	2782.0	5157110.0	5157110.0	5157110.0	8631.4	4327	0	0	2058	5	3	0	0	0	4	0	1	0	34	1
SRR22878282.fastq_bin_660044	97_1	1	77.13	20.31	2997562	0.32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia		Gradient Boost (General Model)	11	0.926	3903	278.3707932692308	3328	858	21860		SRR22878282.fastq_bin_660044	0.05	average	ANImf	97	SRR22878282.fastq_bin_660044	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wenyingzhuangia;s__	32.13	242.0	671.0	21860.0	3903.0	1998.0	2997562.0	2997562.0	2997562.0	5049.5	2571	0	0	557	9	2	0	0	0	23	1	0	0	20	1
