genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
4_binette_bin11.fasta,349_0,0.050000000000000044,average,ANImf,349
3_binette_bin42.fasta,350_0,0.050000000000000044,average,ANImf,350
3_binette_bin34.fasta,351_0,0.050000000000000044,average,ANImf,351
3_binette_bin179.fasta,352_0,0.050000000000000044,average,ANImf,352
3_binette_bin137.fasta,353_0,0.050000000000000044,average,ANImf,353
3_binette_bin175.fasta,354_0,0.050000000000000044,average,ANImf,354
3_binette_bin131.fasta,355_0,0.050000000000000044,average,ANImf,355
3_binette_bin48.fasta,356_0,0.050000000000000044,average,ANImf,356
3_binette_bin2.fasta,357_0,0.050000000000000044,average,ANImf,357
4_binette_bin12.fasta,358_0,0.050000000000000044,average,ANImf,358
3_binette_bin35.fasta,359_0,0.050000000000000044,average,ANImf,359
4_binette_bin2.fasta,360_0,0.050000000000000044,average,ANImf,360
3_binette_bin55.fasta,361_0,0.050000000000000044,average,ANImf,361
3_binette_bin123.fasta,362_0,0.050000000000000044,average,ANImf,362
4_binette_bin104.fasta,363_0,0.050000000000000044,average,ANImf,363
3_binette_bin221.fasta,364_0,0.050000000000000044,average,ANImf,364
3_binette_bin62.fasta,365_0,0.050000000000000044,average,ANImf,365
3_binette_bin124.fasta,366_0,0.050000000000000044,average,ANImf,366
4_binette_bin103.fasta,367_0,0.050000000000000044,average,ANImf,367
3_binette_bin80.fasta,368_0,0.050000000000000044,average,ANImf,368
3_binette_bin196.fasta,369_0,0.050000000000000044,average,ANImf,369
3_binette_bin167.fasta,370_0,0.050000000000000044,average,ANImf,370
3_binette_bin223.fasta,371_0,0.050000000000000044,average,ANImf,371
1_binette_bin4.fasta,372_1,0.050000000000000044,average,ANImf,372
2_binette_bin188.fasta,372_1,0.050000000000000044,average,ANImf,372
3_binette_bin164.fasta,373_0,0.050000000000000044,average,ANImf,373
4_binette_bin24.fasta,374_0,0.050000000000000044,average,ANImf,374
2_binette_bin50.fasta,375_0,0.050000000000000044,average,ANImf,375
3_binette_bin157.fasta,376_0,0.050000000000000044,average,ANImf,376
3_binette_bin183.fasta,377_0,0.050000000000000044,average,ANImf,377
3_binette_bin186.fasta,378_0,0.050000000000000044,average,ANImf,378
3_binette_bin154.fasta,379_0,0.050000000000000044,average,ANImf,379
4_binette_bin123.fasta,380_0,0.050000000000000044,average,ANImf,380
2_binette_bin219.fasta,381_0,0.050000000000000044,average,ANImf,381
3_binette_bin170.fasta,382_0,0.050000000000000044,average,ANImf,382
3_binette_bin126.fasta,383_0,0.050000000000000044,average,ANImf,383
3_binette_bin145.fasta,384_0,0.050000000000000044,average,ANImf,384
3_binette_bin189.fasta,385_0,0.050000000000000044,average,ANImf,385
3_binette_bin132.fasta,386_0,0.050000000000000044,average,ANImf,386
3_binette_bin142.fasta,387_0,0.050000000000000044,average,ANImf,387
3_binette_bin199.fasta,388_0,0.050000000000000044,average,ANImf,388
3_binette_bin206.fasta,389_0,0.050000000000000044,average,ANImf,389
4_binette_bin132.fasta,390_0,0.050000000000000044,average,ANImf,390
3_binette_bin119.fasta,391_0,0.050000000000000044,average,ANImf,391
4_binette_bin101.fasta,392_0,0.050000000000000044,average,ANImf,392
3_binette_bin141.fasta,393_0,0.050000000000000044,average,ANImf,393
3_binette_bin56.fasta,394_0,0.050000000000000044,average,ANImf,394
3_binette_bin188.fasta,395_0,0.050000000000000044,average,ANImf,395
3_binette_bin231.fasta,396_0,0.050000000000000044,average,ANImf,396
3_binette_bin73.fasta,397_0,0.050000000000000044,average,ANImf,397
3_binette_bin90.fasta,398_0,0.050000000000000044,average,ANImf,398
3_binette_bin149.fasta,399_0,0.050000000000000044,average,ANImf,399
4_binette_bin117.fasta,400_0,0.050000000000000044,average,ANImf,400
3_binette_bin182.fasta,401_0,0.050000000000000044,average,ANImf,401
3_binette_bin177.fasta,402_0,0.050000000000000044,average,ANImf,402
4_binette_bin124.fasta,403_0,0.050000000000000044,average,ANImf,403
3_binette_bin120.fasta,404_0,0.050000000000000044,average,ANImf,404
3_binette_bin162.fasta,405_0,0.050000000000000044,average,ANImf,405
4_binette_bin129.fasta,406_0,0.050000000000000044,average,ANImf,406
3_binette_bin91.fasta,407_0,0.050000000000000044,average,ANImf,407
3_binette_bin109.fasta,408_0,0.050000000000000044,average,ANImf,408
4_binette_bin138.fasta,409_0,0.050000000000000044,average,ANImf,409
3_binette_bin163.fasta,410_0,0.050000000000000044,average,ANImf,410
4_binette_bin15.fasta,411_0,0.050000000000000044,average,ANImf,411
3_binette_bin198.fasta,412_0,0.050000000000000044,average,ANImf,412
3_binette_bin225.fasta,413_0,0.050000000000000044,average,ANImf,413
4_binette_bin125.fasta,414_0,0.050000000000000044,average,ANImf,414
3_binette_bin68.fasta,415_0,0.050000000000000044,average,ANImf,415
3_binette_bin104.fasta,416_0,0.050000000000000044,average,ANImf,416
3_binette_bin158.fasta,417_0,0.050000000000000044,average,ANImf,417
4_binette_bin82.fasta,418_0,0.050000000000000044,average,ANImf,418
3_binette_bin64.fasta,419_0,0.050000000000000044,average,ANImf,419
4_binette_bin22.fasta,420_0,0.050000000000000044,average,ANImf,420
3_binette_bin41.fasta,421_0,0.050000000000000044,average,ANImf,421
4_binette_bin109.fasta,422_0,0.050000000000000044,average,ANImf,422
3_binette_bin51.fasta,423_0,0.050000000000000044,average,ANImf,423
3_binette_bin173.fasta,424_0,0.050000000000000044,average,ANImf,424
3_binette_bin135.fasta,425_0,0.050000000000000044,average,ANImf,425
3_binette_bin185.fasta,426_0,0.050000000000000044,average,ANImf,426
3_binette_bin191.fasta,427_0,0.050000000000000044,average,ANImf,427
3_binette_bin148.fasta,428_0,0.050000000000000044,average,ANImf,428
3_binette_bin209.fasta,429_0,0.050000000000000044,average,ANImf,429
3_binette_bin211.fasta,430_0,0.050000000000000044,average,ANImf,430
2_binette_bin39.fasta,431_0,0.050000000000000044,average,ANImf,431
3_binette_bin61.fasta,432_0,0.050000000000000044,average,ANImf,432
2_binette_bin108.fasta,433_0,0.050000000000000044,average,ANImf,433
3_binette_bin147.fasta,434_0,0.050000000000000044,average,ANImf,434
3_binette_bin227.fasta,435_0,0.050000000000000044,average,ANImf,435
3_binette_bin72.fasta,436_0,0.050000000000000044,average,ANImf,436
4_binette_bin17.fasta,437_0,0.050000000000000044,average,ANImf,437
2_binette_bin184.fasta,438_0,0.050000000000000044,average,ANImf,438
4_binette_bin119.fasta,439_0,0.050000000000000044,average,ANImf,439
3_binette_bin7.fasta,440_0,0.050000000000000044,average,ANImf,440
3_binette_bin159.fasta,441_0,0.050000000000000044,average,ANImf,441
3_binette_bin100.fasta,442_0,0.050000000000000044,average,ANImf,442
3_binette_bin117.fasta,443_0,0.050000000000000044,average,ANImf,443
3_binette_bin121.fasta,444_0,0.050000000000000044,average,ANImf,444
4_binette_bin127.fasta,445_0,0.050000000000000044,average,ANImf,445
3_binette_bin45.fasta,446_0,0.050000000000000044,average,ANImf,446
3_binette_bin3.fasta,447_1,0.050000000000000044,average,ANImf,447
4_binette_bin3.fasta,447_1,0.050000000000000044,average,ANImf,447
3_binette_bin12.fasta,448_0,0.050000000000000044,average,ANImf,448
4_binette_bin5.fasta,449_0,0.050000000000000044,average,ANImf,449
3_binette_bin46.fasta,450_0,0.050000000000000044,average,ANImf,450
3_binette_bin202.fasta,451_0,0.050000000000000044,average,ANImf,451
3_binette_bin122.fasta,452_0,0.050000000000000044,average,ANImf,452
3_binette_bin218.fasta,453_0,0.050000000000000044,average,ANImf,453
3_binette_bin174.fasta,454_1,0.050000000000000044,average,ANImf,454
4_binette_bin133.fasta,454_2,0.050000000000000044,average,ANImf,454
3_binette_bin232.fasta,455_0,0.050000000000000044,average,ANImf,455
4_binette_bin135.fasta,456_0,0.050000000000000044,average,ANImf,456
3_binette_bin233.fasta,457_0,0.050000000000000044,average,ANImf,457
3_binette_bin78.fasta,458_0,0.050000000000000044,average,ANImf,458
3_binette_bin215.fasta,459_0,0.050000000000000044,average,ANImf,459
3_binette_bin222.fasta,460_0,0.050000000000000044,average,ANImf,460
3_binette_bin228.fasta,461_0,0.050000000000000044,average,ANImf,461
2_binette_bin19.fasta,462_0,0.050000000000000044,average,ANImf,462
2_binette_bin46.fasta,463_0,0.050000000000000044,average,ANImf,463
2_binette_bin17.fasta,464_0,0.050000000000000044,average,ANImf,464
2_binette_bin193.fasta,465_0,0.050000000000000044,average,ANImf,465
2_binette_bin36.fasta,466_0,0.050000000000000044,average,ANImf,466
2_binette_bin58.fasta,467_0,0.050000000000000044,average,ANImf,467
2_binette_bin59.fasta,468_0,0.050000000000000044,average,ANImf,468
2_binette_bin85.fasta,469_0,0.050000000000000044,average,ANImf,469
7_binette_bin67.fasta,470_0,0.050000000000000044,average,ANImf,470
8_binette_bin5.fasta,471_0,0.050000000000000044,average,ANImf,471
