	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
143	10	67.41	14.03	Neural Network (Specific Model)	11	0.902	6487	277.5434426229508	1124215	0.37	1220	210	39661		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
144	11	4.71	0.0	Neural Network (Specific Model)	11	0.571	3768	192.92079207920796	203974	0.28	202	55	31107		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
145	12	46.81	3.11	Neural Network (Specific Model)	11	0.91	5136	270.43459915611817	632767	0.37	711	148	16917		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
146	13	5.38	0.01	Neural Network (Specific Model)	11	0.882	164069	274.88392857142856	209119	0.4	224	2	164069		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
147	14	12.84	1.16	Neural Network (Specific Model)	11	0.897	6415	277.75141242937855	328403	0.35	354	63	20898		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
148	15	66.45	31.44	Neural Network (Specific Model)	11	0.832	4569	259.15623907724574	2669493	0.45	2861	655	31365		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
149	16	87.45	16.58	Neural Network (Specific Model)	11	0.826	3918	242.8921105866487	3916197	0.33	4449	1108	36774		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
150	17	9.22	0.6	Neural Network (Specific Model)	11	0.797	3572	227.8187134502924	292970	0.45	342	85	25497		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
151	18	86.88	25.55	Neural Network (Specific Model)	11	0.858	5471	262.13635291342297	3881212	0.34	4239	872	47687		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
152	2	85.59	31.64	Neural Network (Specific Model)	11	0.888	3892	248.52098926130816	2574291	0.36	3073	745	25622		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
153	3	15.6	0.01	Neural Network (Specific Model)	11	0.883	5730	287.3954802259887	345332	0.45	354	65	13786		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
154	4	93.01	4.22	Neural Network (Specific Model)	11	0.868	13575	298.28591417910445	2208312	0.34	2144	249	39872		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
155	5	55.91	2.83	Neural Network (Specific Model)	11	0.821	14487	283.570757880617	1542748	0.46	1491	182	84597		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
156	6	82.34	0.15	Neural Network (Specific Model)	11	0.896	98400	296.7589833479404	1132574	0.45	1141	13	247462		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
157	7	49.43	0.77	Neural Network (Specific Model)	11	0.851	7696	276.40242844752817	1122342	0.41	1153	182	26629		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
158	8	92.79	2.57	Neural Network (Specific Model)	11	0.9	18289	349.5908739365816	1504948	0.61	1293	135	56668		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
159	9	11.79	0.01	Neural Network (Specific Model)	11	0.834	3055	222.65714285714284	335892	0.45	420	118	7827		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
160	1	99.78	1.0	Neural Network (Specific Model)	11	0.867	33844	315.35654885654884	2097128	0.34	1924	98	151911		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
161	10	47.43	0.59	Neural Network (Specific Model)	11	0.898	3201	262.017063081696	1689075	0.53	1934	563	9184		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
162	11	92.22	9.14	Gradient Boost (General Model)	11	0.908	4597	273.0440591245025	3164958	0.42	3518	803	19744		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
163	12	18.99	1.15	Neural Network (Specific Model)	11	0.895	3843	264.1788235294118	375932	0.38	425	108	12615		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
164	13	78.05	21.76	Neural Network (Specific Model)	11	0.886	3870	248.64809384164224	2293236	0.36	2728	659	36178		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
165	14	8.09	0.05	Neural Network (Specific Model)	11	0.866	10925	266.95	221600	0.3	240	30	19510		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
166	15	26.38	0.0	Neural Network (Specific Model)	11	0.913	3873	249.01937046004844	337444	0.38	413	94	9791		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
167	16	17.94	0.0	Neural Network (Specific Model)	11	0.93	2834	264.0529197080292	465669	0.45	548	169	9117		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
168	17	71.21	19.79	Neural Network (Specific Model)	11	0.837	3888	250.5227686703097	2954320	0.33	3294	843	31991		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
169	18	61.96	0.26	Gradient Boost (General Model)	11	0.862	3064	244.85132634176435	1378725	0.36	1621	474	8829		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
170	19	54.04	0.71	Gradient Boost (General Model)	11	0.905	2973	240.25949774629748	1234389	0.32	1553	441	9866		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
171	2	45.6	0.15	Neural Network (Specific Model)	11	0.902	2910	255.41457194899817	2328251	0.57	2745	846	9188		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
172	20	85.26	0.55	Neural Network (Specific Model)	11	0.902	17336	289.3761782347901	1121748	0.46	1167	97	57250		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
173	21	41.07	7.66	Neural Network (Specific Model)	11	0.772	2251	208.9833246482543	3107600	0.3	3838	1354	11809		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
174	22	8.72	0.06	Neural Network (Specific Model)	11	0.721	3408	201.9953488372093	360756	0.3	430	117	11453		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
175	23	74.97	0.67	Neural Network (Specific Model)	11	0.86	6281	276.7891859052248	1586880	0.42	1646	318	22332		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
176	24	64.25	12.04	Neural Network (Specific Model)	11	0.818	6665	262.50341296928326	2252108	0.45	2344	491	32957		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
177	25	65.99	6.89	Gradient Boost (General Model)	11	0.897	4806	252.27272727272728	510039	0.37	605	133	27256		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
178	3	79.26	56.08	Neural Network (Specific Model)	11	0.823	3583	250.25880063683	5148493	0.45	5653	1540	44257		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
179	4	11.19	0.0	Neural Network (Specific Model)	11	0.884	1997	220.50797872340425	281119	0.38	376	134	4355		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
180	5	48.16	6.26	Neural Network (Specific Model)	11	0.905	2762	273.996186844614	950941	0.61	1049	347	10332		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
181	6	5.46	0.02	Neural Network (Specific Model)	11	0.862	36036	288.2657004830918	207472	0.35	207	8	49900		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
182	7	46.08	9.53	Neural Network (Specific Model)	11	0.88	2517	240.88212765957448	1927060	0.35	2350	765	15723		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
183	8	6.02	0.01	Neural Network (Specific Model)	11	0.816	3852	222.69055374592836	250421	0.46	307	73	10181		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
184	9	99.95	0.37	Neural Network (Specific Model)	11	0.857	209464	316.77573964497043	3743573	0.39	3380	29	594787		SRR24759597	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
185	1	98.81	11.81	Gradient Boost (General Model)	11	0.866	57252	266.4821283509342	2269374	0.46	2462	586	247462		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
186	2	33.68	12.24	Neural Network (Specific Model)	11	0.931	2719	296.10403916768666	778574	0.39	817	280	164069		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
187	3	34.31	11.81	Neural Network (Specific Model)	11	0.924	2257	278.7753303964758	615318	0.4	681	272	19843		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
188	4	68.07	10.78	Neural Network (Specific Model)	11	0.905	10232	308.8457261987491	1471036	0.61	1439	364	48087		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
189	5	34.61	7.37	Neural Network (Specific Model)	11	0.868	9532	281.25	997792	0.38	1028	163	26024		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
190	6	67.03	25.32	Neural Network (Specific Model)	11	0.871	8196	260.6306243460063	2570383	0.34	2867	748	36054		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
191	7	61.41	14.77	Gradient Boost (General Model)	11	0.895	6262	268.8231865284974	1389325	0.36	1544	428	20277		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
192	8	67.7	14.89	Neural Network (Specific Model)	11	0.876	7338	263.8168592212238	2107727	0.42	2337	665	28162		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
193	9	41.09	15.24	Neural Network (Specific Model)	11	0.863	1840	236.81638655462183	1955420	0.58	2380	993	56668		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
194	10	35.62	6.5	Gradient Boost (General Model)	11	0.861	6745	278.3594344752583	1780666	0.37	1839	352	58201		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
195	11	51.88	22.21	Neural Network (Specific Model)	11	0.851	2024	223.05240054869685	2860102	0.44	3645	1396	50078		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
196	12	49.1	16.9	Neural Network (Specific Model)	11	0.738	2492	197.50511363636363	4231728	0.31	5280	1829	36774		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
197	13	40.25	8.86	Neural Network (Specific Model)	11	0.865	4281	267.4663494221618	1362758	0.37	1471	332	8532		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
198	14	60.66	29.26	Gradient Boost (General Model)	11	0.901	5094	266.58986928104576	2169453	0.38	2448	800	13949		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
199	15	54.19	38.28	Neural Network (Specific Model)	11	0.733	1999	183.59475409836065	4566821	0.44	6100	2348	22096		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
200	16	69.5	33.79	Gradient Boost (General Model)	11	0.869	2409	240.3911479944675	2994243	0.47	3615	1283	24583		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
201	17	68.65	18.17	Neural Network (Specific Model)	11	0.842	2299	211.48281505728315	2757764	0.35	3666	1288	14066		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
202	18	70.72	38.95	Gradient Boost (General Model)	11	0.794	3421	229.04692130391837	5246585	0.4	6074	1955	39063		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
203	19	58.93	33.14	Gradient Boost (General Model)	11	0.926	1793	274.8786231884058	2453690	0.48	2760	1355	23407		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
204	20	56.18	22.6	Neural Network (Specific Model)	11	0.931	1425	233.34128787878788	1979308	0.63	2640	1343	11667		SRR24759596	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
205	1	6.56	0.0	Neural Network (Specific Model)	11	0.813	172811	248.5811965811966	214305	0.37	234	23	172811		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
206	2	11.26	0.49	Neural Network (Specific Model)	11	0.937	1387	266.46683046683046	346982	0.39	407	214	23760		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
207	3	34.82	2.94	Neural Network (Specific Model)	11	0.883	1661	227.75460122699383	1132476	0.37	1467	612	106783		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
208	4	11.01	0.15	Neural Network (Specific Model)	11	0.852	39558	250.4983388704319	264924	0.42	301	79	41710		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
209	5	75.53	23.63	Neural Network (Specific Model)	11	0.859	3987	242.02185514612447	3320618	0.34	3935	1165	151911		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
210	6	53.55	9.55	Gradient Boost (General Model)	11	0.881	9335	247.2789203084833	1308236	0.34	1556	427	78571		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
211	7	70.59	8.71	Gradient Boost (General Model)	11	0.903	18497	276.1759530791789	1248577	0.46	1364	264	57250		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
212	8	45.01	13.19	Gradient Boost (General Model)	11	0.775	1487	191.30569639129135	2476459	0.37	3353	1447	20872		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
213	9	25.33	2.47	Neural Network (Specific Model)	11	0.887	10332	276.20952380952383	684899	0.44	735	151	11639		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
214	10	43.85	10.03	Gradient Boost (General Model)	11	0.875	7989	305.207906295754	1426056	0.43	1366	250	12152		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
215	11	62.68	25.21	Neural Network (Specific Model)	11	0.876	1669	238.16051594410607	2272003	0.47	2791	1078	44257		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
216	12	28.95	5.08	Neural Network (Specific Model)	11	0.893	1645	215.2194381169324	949861	0.35	1317	501	48011		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
217	13	61.77	19.82	Gradient Boost (General Model)	11	0.915	1613	252.7045341305431	1660405	0.38	2007	832	44892		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
218	14	48.96	10.93	Gradient Boost (General Model)	11	0.87	6232	262.07460545193686	1886115	0.45	2091	601	12798		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
219	15	47.89	22.6	Neural Network (Specific Model)	11	0.765	1732	200.87102272727276	2765735	0.44	3520	1341	29418		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
220	16	46.79	6.2	Gradient Boost (General Model)	11	0.869	5706	271.10939357907256	1570477	0.42	1682	375	6135		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
221	17	70.58	36.38	Gradient Boost (General Model)	11	0.789	1836	199.0816348195329	7116645	0.32	9420	3515	36178		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
222	18	42.79	8.22	Neural Network (Specific Model)	11	0.876	4989	247.14135625596944	1768266	0.47	2094	657	17330		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
223	19	70.03	25.59	Gradient Boost (General Model)	11	0.88	4313	255.8153302407776	3937984	0.44	4527	1259	17400		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
224	20	84.62	31.33	Gradient Boost (General Model)	11	0.862	3605	258.8732928679818	4735970	0.44	5272	1376	4078		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
225	21	76.44	19.35	Gradient Boost (General Model)	11	0.854	2767	244.1858037578288	2868896	0.46	3353	1052	3064		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
226	22	60.89	15.05	Gradient Boost (General Model)	11	0.852	2595	238.7143303153294	2684908	0.37	3203	1032	3012		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
227	23	83.94	30.42	Gradient Boost (General Model)	11	0.876	2008	225.09104514841607	6164926	0.54	8018	3476	18262		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
228	24	65.38	26.12	Gradient Boost (General Model)	11	0.84	2127	221.5536448598131	4220948	0.39	5350	2001	2360		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
229	25	70.7	18.1	Gradient Boost (General Model)	11	0.86	1922	222.95855898281135	3295510	0.48	4247	1709	2261		SRR24759597	checkm2 on collection 63: Quality report	maxbin2-single-sample-binning
230	1	9.93	0.01	Neural Network (Specific Model)	11	0.812	3435	258.62910798122067	203328	0.33	213	61	11775		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
231	10	13.82	0.02	Neural Network (Specific Model)	11	0.904	3195	257.2344213649852	287169	0.35	337	92	15618		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
232	11	40.9	1.27	Neural Network (Specific Model)	11	0.812	14027	280.7210264900662	1250386	0.46	1208	159	38384		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
233	12	13.63	0.0	Neural Network (Specific Model)	11	0.808	2880	221.2415349887133	363270	0.45	443	132	7827		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
234	13	87.16	16.39	Neural Network (Specific Model)	11	0.88	3804	250.99347527472528	2488414	0.36	2912	718	36774		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
235	14	93.96	3.37	Neural Network (Specific Model)	11	0.901	16501	343.79545454545456	1559720	0.61	1364	153	56668		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
236	15	54.33	5.24	Neural Network (Specific Model)	11	0.904	4639	259.3698366954851	894909	0.37	1041	225	16917		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
237	16	82.34	0.15	Neural Network (Specific Model)	11	0.896	98400	296.7589833479404	1132574	0.45	1141	13	247462		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
238	17	62.09	12.54	Neural Network (Specific Model)	11	0.894	6178	275.1431818181818	1216914	0.37	1320	241	26024		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
239	18	19.59	2.72	Neural Network (Specific Model)	11	0.906	5398	300.84514435695536	379208	0.35	381	86	19351		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
240	19	68.89	44.22	Neural Network (Specific Model)	11	0.82	4161	253.8391428571429	3242765	0.45	3500	847	31365		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
241	2	82.82	6.39	Neural Network (Specific Model)	11	0.84	4478	258.19260344196266	2514316	0.33	2731	653	20124		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
242	20	6.01	0.0	Neural Network (Specific Model)	11	0.742	4460	194.5880149812734	209431	0.3	267	53	24753		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
243	3	71.07	1.92	Neural Network (Specific Model)	11	0.856	6895	278.859940652819	1644465	0.42	1685	306	26629		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
244	4	17.11	0.0	Neural Network (Specific Model)	11	0.839	36721	316.6502590673575	436162	0.46	386	26	84597		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
245	5	92.13	1.95	Neural Network (Specific Model)	11	0.869	14702	302.3111566018424	2037765	0.34	1954	220	39872		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
246	6	84.34	9.03	Neural Network (Specific Model)	11	0.868	6319	272.8233628318584	2661202	0.34	2825	527	40559		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
247	7	29.45	1.43	Neural Network (Specific Model)	11	0.907	3057	233.38333333333333	554734	0.36	720	195	14066		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
248	8	5.38	0.01	Neural Network (Specific Model)	11	0.882	164069	274.88392857142856	209119	0.4	224	2	164069		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
249	9	9.83	0.11	Neural Network (Specific Model)	11	0.871	4250	250.5414201183432	291219	0.33	338	81	14104		SRR24759596	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
250	1	78.74	12.61	Neural Network (Specific Model)	11	0.861	3524	241.9434989788972	2471381	0.35	2938	779	15736		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
251	10	99.98	1.18	Neural Network (Specific Model)	11	0.864	33844	317.45060115002616	2106260	0.34	1913	92	151911		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
252	11	10.71	0.0	Neural Network (Specific Model)	11	0.869	2754	235.81782945736435	419249	0.33	516	154	8224		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
253	12	61.2	0.69	Neural Network (Specific Model)	11	0.852	5942	272.828313253012	1273801	0.42	1328	268	22332		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
254	13	15.14	1.49	Neural Network (Specific Model)	11	0.931	2094	261.6252983293556	352363	0.63	419	167	5618		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
255	14	45.03	0.09	Neural Network (Specific Model)	11	0.902	3209	261.84256719692814	1584366	0.53	1823	526	9184		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
256	15	64.84	5.69	Neural Network (Specific Model)	11	0.843	4028	254.257555847569	2062808	0.33	2283	578	31991		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
257	16	61.87	0.21	Gradient Boost (General Model)	11	0.856	3016	242.06560283687944	1433107	0.36	1692	499	8829		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
258	17	9.64	0.12	Neural Network (Specific Model)	11	0.86	9560	260.5650793650794	286072	0.3	315	48	19510		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
259	18	99.95	0.37	Neural Network (Specific Model)	11	0.857	209464	316.8523231725363	3742063	0.39	3379	28	594787		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
260	19	43.1	12.74	Neural Network (Specific Model)	11	0.872	2473	237.07692307692307	1927293	0.35	2366	780	11921		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
261	2	85.59	0.53	Neural Network (Specific Model)	11	0.902	16392	287.7146486028789	1129121	0.46	1181	101	57250		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
262	20	17.06	0.0	Neural Network (Specific Model)	11	0.927	2967	265.3848920863309	476375	0.45	556	170	9117		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
263	21	41.07	1.64	Neural Network (Specific Model)	11	0.891	4370	251.84815950920245	552221	0.37	652	156	10786		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
264	22	58.73	1.64	Gradient Boost (General Model)	11	0.89	2765	231.9156279961649	1627096	0.31	2086	612	9866		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
265	23	73.43	50.74	Neural Network (Specific Model)	11	0.819	3495	249.5609925788497	3932858	0.45	4312	1205	44257		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
266	24	5.46	0.02	Neural Network (Specific Model)	11	0.862	36036	288.2657004830918	207472	0.35	207	8	49900		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
267	25	12.21	0.01	Neural Network (Specific Model)	11	0.865	8127	280.76237623762376	294299	0.46	303	57	28890		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
268	26	12.87	0.05	Neural Network (Specific Model)	11	0.902	8693	295.9830508474576	290222	0.46	295	45	16567		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
269	27	9.57	0.26	Neural Network (Specific Model)	11	0.893	3786	272.2922374429224	200218	0.37	219	60	10125		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
270	28	11.69	0.0	Neural Network (Specific Model)	11	0.871	2045	217.38083538083535	304309	0.37	407	145	4355		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
271	29	57.24	2.66	Neural Network (Specific Model)	11	0.827	8846	275.37924016282227	1470518	0.46	1474	240	32957		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
272	3	85.03	8.81	Gradient Boost (General Model)	11	0.909	4650	272.88583019414665	3101850	0.42	3451	783	19744		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
273	4	7.42	0.0	Neural Network (Specific Model)	11	0.811	3784	229.94117647058823	331664	0.47	391	98	10181		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
274	5	24.63	1.06	Neural Network (Specific Model)	11	0.774	2162	206.4625131995776	1512881	0.3	1894	670	8960		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
275	6	50.23	0.68	Neural Network (Specific Model)	11	0.909	3598	245.38805970149252	649799	0.37	804	192	14660		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
276	7	41.99	3.13	Neural Network (Specific Model)	11	0.902	2840	271.663082437276	754920	0.61	837	263	10332		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
277	8	27.84	2.44	Neural Network (Specific Model)	11	0.82	3799	256.2877122877123	936163	0.45	1001	267	13838		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
278	9	44.09	0.18	Neural Network (Specific Model)	11	0.902	2923	257.0813648293963	2274943	0.57	2667	822	9188		SRR24759597	checkm2 on collection 108: Quality report	metabat2-multi-sample-binning
279	1	98.81	11.81	Gradient Boost (General Model)	11	0.866	57252	266.4821283509342	2269374	0.46	2462	586	247462		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
280	2	33.68	12.24	Neural Network (Specific Model)	11	0.931	2719	296.10403916768666	778574	0.39	817	280	164069		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
281	3	34.31	11.81	Neural Network (Specific Model)	11	0.924	2257	278.7753303964758	615318	0.4	681	272	19843		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
282	4	68.11	10.88	Neural Network (Specific Model)	11	0.905	10232	308.8457261987491	1471036	0.61	1439	364	48087		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
283	5	34.61	7.37	Neural Network (Specific Model)	11	0.868	9532	281.25	997792	0.38	1028	163	26024		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
284	6	67.03	25.32	Neural Network (Specific Model)	11	0.871	8196	260.6306243460063	2570383	0.34	2867	748	36054		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
285	7	61.41	14.77	Gradient Boost (General Model)	11	0.895	6262	268.8231865284974	1389325	0.36	1544	428	20277		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
286	8	67.7	14.89	Neural Network (Specific Model)	11	0.876	7338	263.8168592212238	2107727	0.42	2337	665	28162		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
287	9	41.09	15.24	Neural Network (Specific Model)	11	0.863	1840	236.81638655462183	1955420	0.58	2380	993	56668		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
288	10	35.62	6.5	Gradient Boost (General Model)	11	0.861	6745	278.3594344752583	1780666	0.37	1839	352	58201		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
289	11	51.88	22.21	Neural Network (Specific Model)	11	0.851	2024	223.05240054869685	2860102	0.44	3645	1396	50078		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
